site_id,Year,Quarter,Interval,Total Registered,Total Alive,Patient Died,Total Defaulted,Treatment Stopped,Patient transferred out,Unknown
19,2016,Q1,108,6,1,0,4,0,1,0
19,2017,Q1,96,3,0,0,3,0,0,0
19,2018,Q1,84,2,2,0,0,0,0,0
19,2019,Q1,72,1,1,0,0,0,0,0
19,2020,Q1,60,4,1,0,1,0,2,0
19,2021,Q1,48,1,1,0,0,0,0,0
19,2023,Q1,24,3,2,0,0,0,1,0
19,2024,Q1,12,2,1,0,1,0,0,0
site_id,Year,Quarter,Interval,Total Registered,Total Alive,Patient Died,Total Defaulted,Treatment Stopped,Patient transferred out,Unknown
200,2011,Q1,168,1,0,1,0,0,0,0
200,2012,Q1,156,1,0,0,0,1,0,0
200,2013,Q1,144,1,0,0,0,0,1,0
200,2014,Q1,132,1,0,0,1,0,0,0
200,2015,Q1,120,3,0,0,0,0,3,0
200,2016,Q1,108,1,0,0,0,0,1,0
200,2017,Q1,96,5,1,1,2,0,1,0
200,2018,Q1,84,1,0,0,1,0,0,0
200,2019,Q1,72,2,0,0,0,0,2,0
200,2020,Q1,60,1,0,0,0,1,0,0
200,2021,Q1,48,2,1,0,0,0,1,0
200,2023,Q1,24,1,0,0,1,0,0,0
site_id,Year,Quarter,Interval,Total Registered,Total Alive,Patient Died,Total Defaulted,Treatment Stopped,Patient transferred out,Unknown
201,2012,Q1,156,2,2,0,0,0,0,0
201,2014,Q1,132,1,0,0,1,0,0,0
201,2016,Q1,108,2,1,0,1,0,0,0
201,2021,Q1,48,2,0,1,1,0,0,0
201,2023,Q1,24,3,2,0,0,0,1,0
site_id,Year,Quarter,Interval,Total Registered,Total Alive,Patient Died,Total Defaulted,Treatment Stopped,Patient transferred out,Unknown
202,2012,Q1,156,1,0,0,0,0,1,0
202,2013,Q1,144,1,0,0,0,0,1,0
202,2014,Q1,132,2,1,0,0,0,1,0
202,2015,Q1,120,1,1,0,0,0,0,0
202,2017,Q1,96,2,0,0,0,0,2,0
202,2018,Q1,84,2,1,0,1,0,0,0
202,2023,Q1,24,1,1,0,0,0,0,0
202,2024,Q1,12,1,0,0,0,0,1,0
site_id,Year,Quarter,Interval,Total Registered,Total Alive,Patient Died,Total Defaulted,Treatment Stopped,Patient transferred out,Unknown
203,2013,Q1,144,1,1,0,0,0,0,0
203,2015,Q1,120,3,2,0,1,0,0,0
203,2016,Q1,108,4,1,1,1,0,1,0
203,2017,Q1,96,1,0,0,1,0,0,0
203,2018,Q1,84,3,2,0,1,0,0,0
203,2019,Q1,72,1,0,0,0,0,1,0
203,2022,Q1,36,3,1,0,1,0,1,0
site_id,Year,Quarter,Interval,Total Registered,Total Alive,Patient Died,Total Defaulted,Treatment Stopped,Patient transferred out,Unknown
204,2014,Q1,132,1,0,0,0,0,1,0
204,2015,Q1,120,1,0,1,0,0,0,0
204,2016,Q1,108,3,1,0,0,0,2,0
204,2017,Q1,96,6,2,1,0,1,2,0
204,2018,Q1,84,1,0,0,0,0,1,0
204,2019,Q1,72,1,0,0,0,0,1,0
204,2021,Q1,48,2,2,0,0,0,0,0
site_id,Year,Quarter,Interval,Total Registered,Total Alive,Patient Died,Total Defaulted,Treatment Stopped,Patient transferred out,Unknown
205,2011,Q1,168,2,1,0,0,1,0,0
205,2012,Q1,156,10,4,0,4,0,2,0
205,2013,Q1,144,9,3,2,2,0,2,0
205,2014,Q1,132,10,0,4,3,0,3,0
205,2015,Q1,120,6,1,0,2,0,3,0
205,2016,Q1,108,10,5,1,2,0,2,0
205,2017,Q1,96,9,3,1,1,2,2,0
205,2018,Q1,84,8,3,0,3,0,2,0
205,2019,Q1,72,2,0,1,1,0,0,0
205,2020,Q1,60,5,2,1,0,0,2,0
205,2021,Q1,48,2,2,0,0,0,0,0
205,2022,Q1,36,4,2,1,0,0,1,0
205,2023,Q1,24,2,1,0,0,0,1,0
205,2024,Q1,12,10,7,0,1,0,2,0
site_id,Year,Quarter,Interval,Total Registered,Total Alive,Patient Died,Total Defaulted,Treatment Stopped,Patient transferred out,Unknown
206,2011,Q1,168,1,0,0,1,0,0,0
206,2012,Q1,156,4,2,0,1,0,1,0
206,2013,Q1,144,4,2,0,1,0,1,0
206,2014,Q1,132,5,2,0,2,0,1,0
206,2015,Q1,120,14,4,1,6,0,3,0
206,2016,Q1,108,4,2,1,0,0,1,0
206,2017,Q1,96,9,2,2,2,0,3,0
206,2018,Q1,84,9,4,0,3,0,2,0
206,2019,Q1,72,5,1,0,2,0,2,0
206,2020,Q1,60,4,0,0,3,0,1,0
206,2021,Q1,48,5,1,0,2,0,2,0
206,2022,Q1,36,5,1,0,2,0,2,0
206,2023,Q1,24,7,3,0,1,0,3,0
site_id,Year,Quarter,Interval,Total Registered,Total Alive,Patient Died,Total Defaulted,Treatment Stopped,Patient transferred out,Unknown
207,2014,Q1,132,1,0,0,1,0,0,0
207,2016,Q1,108,1,1,0,0,0,0,0
207,2017,Q1,96,1,1,0,0,0,0,0
207,2019,Q1,72,2,1,0,0,0,1,0
207,2021,Q1,48,1,1,0,0,0,0,0
site_id,Year,Quarter,Interval,Total Registered,Total Alive,Patient Died,Total Defaulted,Treatment Stopped,Patient transferred out,Unknown
208,2012,Q1,156,2,0,0,2,0,0,0
208,2013,Q1,144,7,0,1,6,0,0,0
208,2014,Q1,132,2,0,0,2,0,0,0
208,2015,Q1,120,2,0,0,2,0,0,0
208,2016,Q1,108,3,0,0,3,0,0,0
208,2017,Q1,96,2,0,0,0,0,2,0
208,2018,Q1,84,7,0,1,4,0,2,0
208,2019,Q1,72,6,0,2,4,0,0,0
208,2020,Q1,60,4,0,0,4,0,0,0
208,2021,Q1,48,1,0,0,1,0,0,0
208,2023,Q1,24,1,0,0,1,0,0,0
208,2024,Q1,12,1,0,0,1,0,0,0
site_id,Year,Quarter,Interval,Total Registered,Total Alive,Patient Died,Total Defaulted,Treatment Stopped,Patient transferred out,Unknown
20,2011,Q1,168,1,1,0,0,0,0,0
20,2012,Q1,156,2,1,0,0,0,1,0
20,2014,Q1,132,2,1,1,0,0,0,0
20,2015,Q1,120,4,1,2,1,0,0,0
20,2016,Q1,108,3,2,0,0,0,1,0
20,2017,Q1,96,2,1,1,0,0,0,0
20,2018,Q1,84,4,0,0,2,0,2,0
20,2019,Q1,72,4,0,0,1,0,3,0
20,2020,Q1,60,1,1,0,0,0,0,0
20,2021,Q1,48,2,0,0,1,0,1,0
20,2022,Q1,36,3,1,0,0,0,2,0
20,2023,Q1,24,1,0,1,0,0,0,0
20,2024,Q1,12,1,1,0,0,0,0,0
site_id,Year,Quarter,Interval,Total Registered,Total Alive,Patient Died,Total Defaulted,Treatment Stopped,Patient transferred out,Unknown
210,2012,Q1,156,1,1,0,0,0,0,0
210,2014,Q1,132,1,0,0,0,0,1,0
210,2015,Q1,120,2,1,0,1,0,0,0
210,2016,Q1,108,3,1,0,1,0,1,0
210,2017,Q1,96,6,1,0,5,0,0,0
210,2018,Q1,84,3,1,0,1,0,1,0
210,2019,Q1,72,4,4,0,0,0,0,0
210,2020,Q1,60,4,2,1,1,0,0,0
210,2022,Q1,36,3,0,0,0,0,3,0
210,2023,Q1,24,3,1,0,1,0,1,0
210,2024,Q1,12,1,1,0,0,0,0,0
site_id,Year,Quarter,Interval,Total Registered,Total Alive,Patient Died,Total Defaulted,Treatment Stopped,Patient transferred out,Unknown
211,2015,Q1,120,2,1,0,1,0,0,0
211,2016,Q1,108,1,0,0,0,0,1,0
211,2018,Q1,84,3,0,0,0,0,3,0
211,2019,Q1,72,2,1,0,1,0,0,0
211,2020,Q1,60,4,0,0,2,0,2,0
211,2021,Q1,48,1,0,0,1,0,0,0
211,2022,Q1,36,1,0,1,0,0,0,0
211,2023,Q1,24,1,1,0,0,0,0,0
211,2024,Q1,12,1,1,0,0,0,0,0
site_id,Year,Quarter,Interval,Total Registered,Total Alive,Patient Died,Total Defaulted,Treatment Stopped,Patient transferred out,Unknown
212,2012,Q1,156,3,0,1,2,0,0,0
212,2013,Q1,144,4,1,0,1,0,2,0
212,2014,Q1,132,4,1,1,2,0,0,0
212,2015,Q1,120,1,1,0,0,0,0,0
212,2016,Q1,108,10,8,2,0,0,0,0
212,2017,Q1,96,1,0,1,0,0,0,0
212,2018,Q1,84,5,2,2,0,0,1,0
212,2019,Q1,72,2,1,0,1,0,0,0
212,2020,Q1,60,6,3,2,0,0,1,0
212,2022,Q1,36,1,0,0,0,0,1,0
212,2024,Q1,12,4,4,0,0,0,0,0
site_id,Year,Quarter,Interval,Total Registered,Total Alive,Patient Died,Total Defaulted,Treatment Stopped,Patient transferred out,Unknown
213,2014,Q1,132,3,2,0,1,0,0,0
213,2017,Q1,96,2,2,0,0,0,0,0
213,2018,Q1,84,2,1,0,1,0,0,0
213,2019,Q1,72,2,0,0,2,0,0,0
213,2020,Q1,60,2,0,0,0,0,2,0
213,2022,Q1,36,1,0,0,0,0,1,0
site_id,Year,Quarter,Interval,Total Registered,Total Alive,Patient Died,Total Defaulted,Treatment Stopped,Patient transferred out,Unknown
214,2013,Q1,144,3,1,0,1,0,1,0
214,2015,Q1,120,1,0,0,0,0,1,0
214,2016,Q1,108,1,0,0,0,0,1,0
214,2017,Q1,96,2,1,1,0,0,0,0
214,2022,Q1,36,1,0,0,0,0,1,0
214,2023,Q1,24,2,1,1,0,0,0,0
214,2024,Q1,12,1,0,0,1,0,0,0
site_id,Year,Quarter,Interval,Total Registered,Total Alive,Patient Died,Total Defaulted,Treatment Stopped,Patient transferred out,Unknown
217,2012,Q1,156,2,1,0,0,0,1,0
217,2014,Q1,132,1,0,1,0,0,0,0
217,2015,Q1,120,1,0,0,0,0,1,0
217,2017,Q1,96,1,0,0,0,0,1,0
217,2018,Q1,84,1,0,0,0,0,1,0
217,2019,Q1,72,1,0,0,1,0,0,0
217,2022,Q1,36,2,1,0,0,0,1,0
217,2024,Q1,12,1,1,0,0,0,0,0
site_id,Year,Quarter,Interval,Total Registered,Total Alive,Patient Died,Total Defaulted,Treatment Stopped,Patient transferred out,Unknown
218,2013,Q1,144,2,1,0,0,0,1,0
218,2015,Q1,120,2,0,0,2,0,0,0
218,2017,Q1,96,3,1,0,1,0,1,0
218,2019,Q1,72,1,1,0,0,0,0,0
218,2021,Q1,48,1,0,0,0,0,1,0
site_id,Year,Quarter,Interval,Total Registered,Total Alive,Patient Died,Total Defaulted,Treatment Stopped,Patient transferred out,Unknown
219,2016,Q1,108,1,0,0,0,0,1,0
219,2017,Q1,96,2,2,0,0,0,0,0
219,2019,Q1,72,1,1,0,0,0,0,0
219,2020,Q1,60,2,1,0,0,0,1,0
219,2022,Q1,36,1,0,0,0,0,1,0
219,2023,Q1,24,2,2,0,0,0,0,0
219,2024,Q1,12,1,0,0,0,0,1,0
site_id,Year,Quarter,Interval,Total Registered,Total Alive,Patient Died,Total Defaulted,Treatment Stopped,Patient transferred out,Unknown
21,2014,Q1,132,1,1,0,0,0,0,0
21,2015,Q1,120,5,3,0,0,0,2,0
21,2016,Q1,108,4,2,0,0,0,2,0
21,2017,Q1,96,3,3,0,0,0,0,0
21,2018,Q1,84,1,0,0,1,0,0,0
21,2019,Q1,72,3,1,0,1,0,1,0
21,2020,Q1,60,2,0,1,0,0,1,0
21,2023,Q1,24,3,3,0,0,0,0,0
site_id,Year,Quarter,Interval,Total Registered,Total Alive,Patient Died,Total Defaulted,Treatment Stopped,Patient transferred out,Unknown
220,2012,Q1,156,1,0,0,0,0,1,0
220,2013,Q1,144,2,1,0,0,0,1,0
220,2014,Q1,132,2,0,0,0,0,2,0
220,2016,Q1,108,2,0,0,0,0,2,0
220,2019,Q1,72,1,0,0,0,0,1,0
220,2020,Q1,60,1,1,0,0,0,0,0
220,2022,Q1,36,1,0,0,0,0,1,0
220,2023,Q1,24,1,1,0,0,0,0,0
site_id,Year,Quarter,Interval,Total Registered,Total Alive,Patient Died,Total Defaulted,Treatment Stopped,Patient transferred out,Unknown
221,2014,Q1,132,2,1,1,0,0,0,0
221,2015,Q1,120,2,0,1,0,0,1,0
221,2016,Q1,108,2,0,0,1,0,1,0
221,2020,Q1,60,3,2,0,0,0,1,0
221,2022,Q1,36,1,1,0,0,0,0,0
221,2023,Q1,24,2,0,0,0,0,2,0
221,2024,Q1,12,2,2,0,0,0,0,0
site_id,Year,Quarter,Interval,Total Registered,Total Alive,Patient Died,Total Defaulted,Treatment Stopped,Patient transferred out,Unknown
222,2013,Q1,144,2,0,1,0,0,1,0
222,2015,Q1,120,2,1,1,0,0,0,0
222,2016,Q1,108,4,1,1,0,1,1,0
222,2017,Q1,96,1,0,0,0,0,1,0
222,2018,Q1,84,1,0,0,0,0,1,0
222,2019,Q1,72,4,2,0,0,0,2,0
222,2020,Q1,60,2,2,0,0,0,0,0
222,2022,Q1,36,1,1,0,0,0,0,0
222,2024,Q1,12,2,1,1,0,0,0,0
site_id,Year,Quarter,Interval,Total Registered,Total Alive,Patient Died,Total Defaulted,Treatment Stopped,Patient transferred out,Unknown
223,2012,Q1,156,1,1,0,0,0,0,0
223,2014,Q1,132,1,1,0,0,0,0,0
223,2015,Q1,120,3,2,0,1,0,0,0
223,2016,Q1,108,1,0,0,0,0,1,0
223,2017,Q1,96,2,0,0,1,0,1,0
223,2018,Q1,84,1,0,1,0,0,0,0
223,2019,Q1,72,2,1,0,1,0,0,0
223,2020,Q1,60,4,1,1,0,0,2,0
223,2021,Q1,48,5,2,0,0,1,2,0
223,2022,Q1,36,2,1,0,0,0,1,0
223,2024,Q1,12,1,1,0,0,0,0,0
site_id,Year,Quarter,Interval,Total Registered,Total Alive,Patient Died,Total Defaulted,Treatment Stopped,Patient transferred out,Unknown
224,2014,Q1,132,2,1,0,0,0,1,0
224,2015,Q1,120,4,1,0,1,0,2,0
224,2016,Q1,108,1,0,1,0,0,0,0
224,2017,Q1,96,1,0,0,1,0,0,0
224,2018,Q1,84,1,1,0,0,0,0,0
224,2019,Q1,72,1,0,0,1,0,0,0
224,2022,Q1,36,1,0,0,0,0,1,0
224,2023,Q1,24,1,0,0,1,0,0,0
site_id,Year,Quarter,Interval,Total Registered,Total Alive,Patient Died,Total Defaulted,Treatment Stopped,Patient transferred out,Unknown
225,2012,Q1,156,1,0,0,0,0,1,0
225,2014,Q1,132,1,0,0,0,0,1,0
225,2015,Q1,120,2,0,1,0,0,1,0
225,2017,Q1,96,3,0,0,2,0,1,0
225,2019,Q1,72,2,0,0,1,1,0,0
225,2020,Q1,60,1,0,0,1,0,0,0
225,2021,Q1,48,1,0,0,1,0,0,0
225,2024,Q1,12,1,0,0,0,0,1,0
site_id,Year,Quarter,Interval,Total Registered,Total Alive,Patient Died,Total Defaulted,Treatment Stopped,Patient transferred out,Unknown
226,2012,Q1,156,1,0,0,0,0,1,0
226,2014,Q1,132,5,2,0,1,0,2,0
226,2015,Q1,120,1,1,0,0,0,0,0
226,2016,Q1,108,2,1,0,1,0,0,0
226,2017,Q1,96,1,1,0,0,0,0,0
226,2023,Q1,24,2,1,1,0,0,0,0
site_id,Year,Quarter,Interval,Total Registered,Total Alive,Patient Died,Total Defaulted,Treatment Stopped,Patient transferred out,Unknown
227,2012,Q1,156,1,0,0,0,0,1,0
227,2014,Q1,132,1,0,1,0,0,0,0
227,2016,Q1,108,1,0,0,1,0,0,0
227,2017,Q1,96,1,0,0,1,0,0,0
227,2018,Q1,84,1,0,1,0,0,0,0
227,2019,Q1,72,1,0,0,1,0,0,0
227,2021,Q1,48,3,2,0,1,0,0,0
227,2024,Q1,12,1,0,0,1,0,0,0
site_id,Year,Quarter,Interval,Total Registered,Total Alive,Patient Died,Total Defaulted,Treatment Stopped,Patient transferred out,Unknown
22,2013,Q1,144,5,3,0,1,0,1,0
22,2014,Q1,132,6,2,0,2,0,2,0
22,2015,Q1,120,5,3,0,1,0,1,0
22,2016,Q1,108,4,1,0,0,0,3,0
22,2017,Q1,96,5,2,1,2,0,0,0
22,2018,Q1,84,4,2,0,0,0,2,0
22,2019,Q1,72,2,1,0,0,0,1,0
22,2020,Q1,60,2,1,0,0,0,1,0
22,2021,Q1,48,6,5,1,0,0,0,0
22,2022,Q1,36,7,3,0,2,0,2,0
22,2023,Q1,24,8,7,0,1,0,0,0
22,2024,Q1,12,2,1,0,1,0,0,0
site_id,Year,Quarter,Interval,Total Registered,Total Alive,Patient Died,Total Defaulted,Treatment Stopped,Patient transferred out,Unknown
230,2015,Q1,120,1,0,0,0,0,1,0
230,2016,Q1,108,2,0,0,0,0,2,0
230,2017,Q1,96,3,0,2,0,0,1,0
230,2018,Q1,84,3,1,0,2,0,0,0
230,2019,Q1,72,3,1,0,1,0,1,0
230,2020,Q1,60,2,0,0,1,0,1,0
230,2021,Q1,48,4,1,0,1,0,2,0
230,2023,Q1,24,1,1,0,0,0,0,0
site_id,Year,Quarter,Interval,Total Registered,Total Alive,Patient Died,Total Defaulted,Treatment Stopped,Patient transferred out,Unknown
231,2012,Q1,156,1,0,0,1,0,0,0
231,2017,Q1,96,2,1,0,0,0,1,0
231,2018,Q1,84,1,0,0,1,0,0,0
231,2019,Q1,72,1,0,0,1,0,0,0
231,2020,Q1,60,1,0,0,0,0,1,0
231,2024,Q1,12,1,0,0,0,0,1,0
site_id,Year,Quarter,Interval,Total Registered,Total Alive,Patient Died,Total Defaulted,Treatment Stopped,Patient transferred out,Unknown
232,2016,Q1,108,2,0,0,2,0,0,0
232,2017,Q1,96,1,0,0,1,0,0,0
232,2019,Q1,72,1,0,0,1,0,0,0
232,2023,Q1,24,1,0,0,0,0,1,0
232,2024,Q1,12,1,1,0,0,0,0,0
site_id,Year,Quarter,Interval,Total Registered,Total Alive,Patient Died,Total Defaulted,Treatment Stopped,Patient transferred out,Unknown
233,2017,Q1,96,2,1,0,0,0,1,0
233,2021,Q1,48,3,1,1,1,0,0,0
233,2024,Q1,12,1,1,0,0,0,0,0
site_id,Year,Quarter,Interval,Total Registered,Total Alive,Patient Died,Total Defaulted,Treatment Stopped,Patient transferred out,Unknown
234,2013,Q1,144,1,0,0,0,0,1,0
234,2014,Q1,132,1,0,0,1,0,0,0
234,2015,Q1,120,1,0,0,1,0,0,0
234,2016,Q1,108,2,0,0,2,0,0,0
234,2017,Q1,96,1,0,0,0,0,1,0
234,2019,Q1,72,3,1,0,0,0,2,0
234,2021,Q1,48,2,0,0,2,0,0,0
234,2024,Q1,12,2,0,0,1,0,1,0
site_id,Year,Quarter,Interval,Total Registered,Total Alive,Patient Died,Total Defaulted,Treatment Stopped,Patient transferred out,Unknown
235,2010,Q1,180,1,0,0,1,0,0,0
235,2012,Q1,156,1,1,0,0,0,0,0
235,2013,Q1,144,3,2,0,0,1,0,0
235,2014,Q1,132,1,0,0,1,0,0,0
235,2015,Q1,120,1,1,0,0,0,0,0
235,2016,Q1,108,1,0,0,0,0,1,0
235,2017,Q1,96,1,0,0,0,1,0,0
235,2018,Q1,84,3,3,0,0,0,0,0
235,2019,Q1,72,2,1,0,0,0,1,0
235,2021,Q1,48,1,0,0,1,0,0,0
235,2024,Q1,12,2,2,0,0,0,0,0
site_id,Year,Quarter,Interval,Total Registered,Total Alive,Patient Died,Total Defaulted,Treatment Stopped,Patient transferred out,Unknown
239,2013,Q1,144,2,1,0,0,0,1,0
239,2014,Q1,132,1,0,0,0,0,1,0
239,2015,Q1,120,2,1,1,0,0,0,0
239,2016,Q1,108,1,0,0,0,0,1,0
239,2017,Q1,96,2,1,0,1,0,0,0
239,2018,Q1,84,1,0,0,1,0,0,0
239,2019,Q1,72,2,1,0,1,0,0,0
239,2020,Q1,60,3,2,0,0,0,1,0
239,2021,Q1,48,2,2,0,0,0,0,0
239,2022,Q1,36,1,1,0,0,0,0,0
239,2023,Q1,24,4,4,0,0,0,0,0
239,2024,Q1,12,1,1,0,0,0,0,0
site_id,Year,Quarter,Interval,Total Registered,Total Alive,Patient Died,Total Defaulted,Treatment Stopped,Patient transferred out,Unknown
23,2013,Q1,144,1,1,0,0,0,0,0
23,2016,Q1,108,1,0,0,1,0,0,0
23,2018,Q1,84,1,1,0,0,0,0,0
23,2024,Q1,12,1,0,0,1,0,0,0
site_id,Year,Quarter,Interval,Total Registered,Total Alive,Patient Died,Total Defaulted,Treatment Stopped,Patient transferred out,Unknown
240,2011,Q1,168,2,0,1,1,0,0,0
240,2012,Q1,156,2,0,0,2,0,0,0
240,2013,Q1,144,3,0,0,3,0,0,0
240,2015,Q1,120,4,2,0,2,0,0,0
240,2016,Q1,108,6,2,1,2,0,1,0
240,2017,Q1,96,6,4,0,1,0,1,0
240,2018,Q1,84,4,1,0,1,0,2,0
240,2020,Q1,60,2,1,0,0,0,1,0
240,2021,Q1,48,3,0,0,0,0,3,0
240,2023,Q1,24,1,0,0,0,0,1,0
240,2024,Q1,12,4,3,0,1,0,0,0
site_id,Year,Quarter,Interval,Total Registered,Total Alive,Patient Died,Total Defaulted,Treatment Stopped,Patient transferred out,Unknown
242,2011,Q1,168,1,0,0,1,0,0,0
242,2012,Q1,156,8,3,1,1,0,3,0
242,2013,Q1,144,12,8,0,0,0,4,0
242,2014,Q1,132,8,2,2,1,0,3,0
242,2015,Q1,120,4,1,0,2,0,1,0
242,2016,Q1,108,15,6,0,2,0,7,0
242,2017,Q1,96,11,8,2,0,0,1,0
242,2018,Q1,84,4,2,0,2,0,0,0
242,2019,Q1,72,11,6,1,2,0,2,0
242,2020,Q1,60,7,2,0,3,0,2,0
242,2021,Q1,48,11,4,0,5,0,2,0
242,2022,Q1,36,10,7,0,2,0,1,0
242,2023,Q1,24,5,4,1,0,0,0,0
242,2024,Q1,12,8,4,0,2,0,2,0
site_id,Year,Quarter,Interval,Total Registered,Total Alive,Patient Died,Total Defaulted,Treatment Stopped,Patient transferred out,Unknown
245,2017,Q1,96,1,0,0,1,0,0,0
245,2018,Q1,84,1,1,0,0,0,0,0
245,2019,Q1,72,2,0,1,1,0,0,0
245,2020,Q1,60,3,0,0,2,0,1,0
245,2022,Q1,36,2,1,0,1,0,0,0
245,2024,Q1,12,2,1,0,1,0,0,0
site_id,Year,Quarter,Interval,Total Registered,Total Alive,Patient Died,Total Defaulted,Treatment Stopped,Patient transferred out,Unknown
247,2012,Q1,156,1,1,0,0,0,0,0
247,2013,Q1,144,2,0,2,0,0,0,0
247,2015,Q1,120,1,1,0,0,0,0,0
247,2016,Q1,108,1,0,1,0,0,0,0
247,2017,Q1,96,2,2,0,0,0,0,0
247,2018,Q1,84,1,1,0,0,0,0,0
247,2021,Q1,48,1,0,0,0,0,1,0
247,2022,Q1,36,1,0,1,0,0,0,0
247,2023,Q1,24,1,0,0,0,0,1,0
247,2024,Q1,12,1,1,0,0,0,0,0
site_id,Year,Quarter,Interval,Total Registered,Total Alive,Patient Died,Total Defaulted,Treatment Stopped,Patient transferred out,Unknown
248,2013,Q1,144,6,3,1,2,0,0,0
248,2014,Q1,132,6,3,2,0,0,1,0
248,2015,Q1,120,5,3,0,2,0,0,0
248,2016,Q1,108,1,0,0,0,0,1,0
248,2017,Q1,96,4,1,0,1,0,2,0
248,2018,Q1,84,3,3,0,0,0,0,0
248,2019,Q1,72,3,2,0,0,0,1,0
248,2020,Q1,60,3,1,0,1,0,1,0
248,2021,Q1,48,3,0,0,1,0,2,0
248,2022,Q1,36,4,3,1,0,0,0,0
248,2024,Q1,12,2,2,0,0,0,0,0
site_id,Year,Quarter,Interval,Total Registered,Total Alive,Patient Died,Total Defaulted,Treatment Stopped,Patient transferred out,Unknown
251,2014,Q1,132,1,0,0,0,1,0,0
251,2015,Q1,120,2,0,1,0,0,1,0
251,2017,Q1,96,4,1,1,0,0,2,0
251,2019,Q1,72,1,0,1,0,0,0,0
251,2021,Q1,48,1,0,0,1,0,0,0
251,2023,Q1,24,1,1,0,0,0,0,0
251,2024,Q1,12,2,1,0,1,0,0,0
site_id,Year,Quarter,Interval,Total Registered,Total Alive,Patient Died,Total Defaulted,Treatment Stopped,Patient transferred out,Unknown
254,2012,Q1,156,11,4,1,3,0,3,0
254,2013,Q1,144,15,2,2,6,0,5,0
254,2014,Q1,132,14,5,1,2,1,5,0
254,2015,Q1,120,10,3,2,3,0,2,0
254,2016,Q1,108,8,0,0,5,0,3,0
254,2017,Q1,96,16,4,3,4,0,5,0
254,2018,Q1,84,14,2,1,7,0,4,0
254,2019,Q1,72,10,3,0,1,0,6,0
254,2020,Q1,60,9,3,1,3,0,2,0
254,2021,Q1,48,8,5,1,1,0,1,0
254,2022,Q1,36,10,5,0,2,0,3,0
254,2023,Q1,24,4,3,0,0,0,1,0
254,2024,Q1,12,13,11,0,0,0,2,0
site_id,Year,Quarter,Interval,Total Registered,Total Alive,Patient Died,Total Defaulted,Treatment Stopped,Patient transferred out,Unknown
257,2013,Q1,144,1,0,0,0,0,1,0
257,2014,Q1,132,6,3,0,2,1,0,0
257,2015,Q1,120,1,0,1,0,0,0,0
257,2016,Q1,108,3,0,0,2,0,1,0
257,2017,Q1,96,5,3,0,1,0,1,0
257,2018,Q1,84,3,1,0,1,0,1,0
257,2019,Q1,72,2,2,0,0,0,0,0
257,2020,Q1,60,2,1,1,0,0,0,0
257,2021,Q1,48,1,1,0,0,0,0,0
257,2022,Q1,36,1,0,0,0,0,1,0
257,2023,Q1,24,3,1,1,0,0,1,0
257,2024,Q1,12,2,1,0,1,0,0,0
site_id,Year,Quarter,Interval,Total Registered,Total Alive,Patient Died,Total Defaulted,Treatment Stopped,Patient transferred out,Unknown
258,2011,Q1,168,1,0,0,1,0,0,0
258,2013,Q1,144,1,1,0,0,0,0,0
258,2015,Q1,120,1,0,0,0,0,1,0
258,2017,Q1,96,2,0,0,1,0,1,0
258,2020,Q1,60,1,0,1,0,0,0,0
258,2022,Q1,36,1,1,0,0,0,0,0
site_id,Year,Quarter,Interval,Total Registered,Total Alive,Patient Died,Total Defaulted,Treatment Stopped,Patient transferred out,Unknown
260,2013,Q1,144,1,0,0,0,0,1,0
260,2014,Q1,132,1,0,0,0,0,1,0
260,2016,Q1,108,2,1,0,0,0,1,0
260,2017,Q1,96,3,1,0,1,0,1,0
260,2020,Q1,60,3,1,0,0,0,2,0
260,2021,Q1,48,1,1,0,0,0,0,0
260,2022,Q1,36,2,2,0,0,0,0,0
260,2023,Q1,24,1,0,0,1,0,0,0
site_id,Year,Quarter,Interval,Total Registered,Total Alive,Patient Died,Total Defaulted,Treatment Stopped,Patient transferred out,Unknown
261,2013,Q1,144,3,0,0,1,0,2,0
261,2014,Q1,132,1,0,0,1,0,0,0
261,2015,Q1,120,2,2,0,0,0,0,0
261,2016,Q1,108,9,5,0,0,1,3,0
261,2017,Q1,96,2,1,0,0,0,1,0
261,2018,Q1,84,4,2,1,0,0,1,0
261,2019,Q1,72,1,1,0,0,0,0,0
261,2020,Q1,60,1,1,0,0,0,0,0
261,2022,Q1,36,1,1,0,0,0,0,0
site_id,Year,Quarter,Interval,Total Registered,Total Alive,Patient Died,Total Defaulted,Treatment Stopped,Patient transferred out,Unknown
262,2012,Q1,156,2,0,1,1,0,0,0
262,2013,Q1,144,3,1,0,0,0,2,0
262,2014,Q1,132,12,1,8,1,0,2,0
262,2015,Q1,120,5,1,0,3,0,1,0
262,2016,Q1,108,5,2,1,2,0,0,0
262,2017,Q1,96,11,3,3,2,1,2,0
262,2018,Q1,84,12,3,2,4,0,3,0
262,2019,Q1,72,14,6,1,4,0,3,0
262,2020,Q1,60,7,5,0,2,0,0,0
262,2021,Q1,48,4,3,0,1,0,0,0
262,2022,Q1,36,11,6,0,2,0,3,0
262,2023,Q1,24,12,6,1,2,1,2,0
262,2024,Q1,12,5,2,0,2,0,1,0
site_id,Year,Quarter,Interval,Total Registered,Total Alive,Patient Died,Total Defaulted,Treatment Stopped,Patient transferred out,Unknown
263,2013,Q1,144,3,1,0,1,0,1,0
263,2014,Q1,132,2,0,0,1,0,1,0
