Facility Name,indicator_number,site_id,Indicator Name,newly_reg_in_quarter,cumulative_ever_reg,reporting_period
Ekwendeni Hospital,32,167,TI_patients_transfered_in_on_ART,32.0,2116.0,Q1 2025
Ekwendeni Hospital,33,167,Male (all ages),26.0,3172.0,Q1 2025
Ekwendeni Hospital,34,167,Non-pregnant Females (all ages),33.0,4234.0,Q1 2025
Ekwendeni Hospital,35,167,Pregnant Females (all ages),9.0,931.0,Q1 2025
Ekwendeni Hospital,333435,167,Without gender (all ages),0.0,0.0,Q1 2025
Ekwendeni Hospital,36,167,Children below 24m at ART initiation,1.0,184.0,Q1 2025
Ekwendeni Hospital,37,167,Children 24m - 14 yrs at ART initiation,4.0,599.0,Q1 2025
Ekwendeni Hospital,38,167,Adults 15 years+ at ART initiation,63.0,7554.0,Q1 2025
Ekwendeni Hospital,39,167,Pres.Sev.HIV disease age < 12m,0.0,17.0,Q1 2025
Ekwendeni Hospital,40,167,PCR Infants < 12 mths PCR,0.0,6.0,Q1 2025
Ekwendeni Hospital,41,167,U5 Children 12 - 59 mths,1.0,63.0,Q1 2025
Ekwendeni Hospital,42,167,Pregnant women,14.0,840.0,Q1 2025
Ekwendeni Hospital,43,167,Breastfeeding mothers,4.0,224.0,Q1 2025
Ekwendeni Hospital,44,167,CD4 below threshold,0.0,1610.0,Q1 2025
Ekwendeni Hospital,45,167,Asymptomatic / mild,35.0,1682.0,Q1 2025
Ekwendeni Hospital,46,167,WHO Stage 3,13.0,3220.0,Q1 2025
Ekwendeni Hospital,47,167,WHO Stage 4,1.0,561.0,Q1 2025
Ekwendeni Hospital,48,167,Unknown / reason outside guidelines,0.0,114.0,Q1 2025
Ekwendeni Hospital,49,167,Never TB / TB over 2 years ago,66.0,8094.0,Q1 2025
Ekwendeni Hospital,50,167,TB within the last 2 years,2.0,135.0,Q1 2025
Ekwendeni Hospital,51,167,Current episode of TB,0.0,108.0,Q1 2025
Ekwendeni Hospital,52,167,Kaposis Sarcoma,0.0,61.0,Q1 2025
Ekwendeni Hospital,53,167,Total alive and on ART,,2813.0,Q1 2025
Ekwendeni Hospital,54,167,M1 Died within the 1st month after ART initiation,,95.0,Q1 2025
Ekwendeni Hospital,55,167,M2 Died within the 2nd month after ART initiation,,57.0,Q1 2025
Ekwendeni Hospital,56,167,M3 Died within the 3rd month after ART initiation,,47.0,Q1 2025
Ekwendeni Hospital,57,167,M4+ Died after the end of the 3rd month after ART initiation,,474.0,Q1 2025
Ekwendeni Hospital,58,167,Died total,,673.0,Q1 2025
Ekwendeni Hospital,59,167,Defaulted (more than 2 months overdue after expected to have run out of ARVs),,1110.0,Q1 2025
Ekwendeni Hospital,60,167,"Stopped taking ARVs (clinician or patient own decision, last known alive)",,22.0,Q1 2025
Ekwendeni Hospital,61,167,Transferred Out,,3719.0,Q1 2025
Ekwendeni Hospital,64,167,Regimen 0P,,0.0,Q1 2025
Ekwendeni Hospital,64,167,Regimen 0A,,0.0,Q1 2025
Ekwendeni Hospital,65,167,Regimen 2P,,0.0,Q1 2025
Ekwendeni Hospital,65,167,Regimen 2A,,0.0,Q1 2025
Ekwendeni Hospital,66,167,Regimen 4PP,,0.0,Q1 2025
Ekwendeni Hospital,66,167,Regimen 4PA,,0.0,Q1 2025
Ekwendeni Hospital,66,167,Regimen 4A,,0.0,Q1 2025
Ekwendeni Hospital,67,167,Regimen 5A,,17.0,Q1 2025
Ekwendeni Hospital,68,167,Regimen 6A,,0.0,Q1 2025
Ekwendeni Hospital,69,167,Regimen 7A,,0.0,Q1 2025
Ekwendeni Hospital,70,167,Regimen 8A,,0.0,Q1 2025
Ekwendeni Hospital,71,167,Regimen 9PP,,0.0,Q1 2025
Ekwendeni Hospital,71,167,Regimen 9PA,,0.0,Q1 2025
Ekwendeni Hospital,71,167,Regimen 9A,,0.0,Q1 2025
Ekwendeni Hospital,72,167,Regimen 10A,,0.0,Q1 2025
Ekwendeni Hospital,73,167,Regimen 11PP,,0.0,Q1 2025
Ekwendeni Hospital,73,167,Regimen 11PA,,0.0,Q1 2025
Ekwendeni Hospital,73,167,Regimen 11A,,0.0,Q1 2025
Ekwendeni Hospital,74,167,Regimen 12PP,,0.0,Q1 2025
Ekwendeni Hospital,74,167,Regimen 12PA,,0.0,Q1 2025
Ekwendeni Hospital,74,167,Regimen 12A,,0.0,Q1 2025
Ekwendeni Hospital,75,167,Regimen 13A,,2703.0,Q1 2025
Ekwendeni Hospital,76,167,Regimen 14PP,,0.0,Q1 2025
Ekwendeni Hospital,76,167,Regimen 14PA,,0.0,Q1 2025
Ekwendeni Hospital,76,167,Regimen 14A,,33.0,Q1 2025
Ekwendeni Hospital,77,167,Regimen 15PP,,13.0,Q1 2025
Ekwendeni Hospital,77,167,Regimen 15PA,,16.0,Q1 2025
Ekwendeni Hospital,77,167,Regimen 15A,,30.0,Q1 2025
Ekwendeni Hospital,78,167,Regimen 16A,,0.0,Q1 2025
Ekwendeni Hospital,78,167,Regimen 16P,,0.0,Q1 2025
Ekwendeni Hospital,79,167,Regimen 17PP,,0.0,Q1 2025
Ekwendeni Hospital,79,167,Regimen 17PA,,0.0,Q1 2025
Ekwendeni Hospital,79,167,Regimen 17A,,1.0,Q1 2025
Ekwendeni Hospital,80,167,Other (paed./adult),,0.0,Q1 2025
Ekwendeni Hospital,81,167,Pregnant (as of the last visit before end of quarter),,32.0,Q1 2025
Ekwendeni Hospital,82,167,Breastfeeding (as of the last visit before end of quarter),,113.0,Q1 2025
Ekwendeni Hospital,83,167,All others (not circled) (as of the last visit before end of quarter),,2668.0,Q1 2025
Ekwendeni Hospital,84,167,TB not suspected (as of the last visit before end of quarter),,2794.0,Q1 2025
Ekwendeni Hospital,85,167,TB suspected (as of the last visit before end of quarter),,1.0,Q1 2025
Ekwendeni Hospital,87,167,"TB conf., on Rx (as of the last visit before end of quarter)",,8.0,Q1 2025
Ekwendeni Hospital,88,167,TB - Unknown (not circled) (as of the last visit before end of quarter),,10.0,Q1 2025
Ekwendeni Hospital,89,167,Side effects - None (as of the last visit before end of quarter),,2725.0,Q1 2025
Ekwendeni Hospital,90,167,Side effects - Any side effects (as of the last visit before end of quarter),,3.0,Q1 2025
Ekwendeni Hospital,91,167,Side effects - Unknown (not circled) (as of the last visit before end of quarter),,85.0,Q1 2025
Ekwendeni Hospital,92,167,Adherence:  0 - 3 doses missed (as of the last visit before end of quarter),,1280.0,Q1 2025
Ekwendeni Hospital,93,167,Adherence:  4+ doses missed (as of the last visit before end of quarter),,1476.0,Q1 2025
Ekwendeni Hospital,94,167,Adherence - Unknown (not circled) (as of the last visit before end of quarter),,57.0,Q1 2025
Ekwendeni Hospital,97,167,PIFP: Approx. % of women who received Depo at ART in the last quarter,,19.0,Q1 2025
Ekwendeni Hospital,98,167,BP screen: Approx. % of adult ART patients with BP recorded at least once this year,,45.0,Q1 2025
Ekwendeni Hospital,96,167,IPT: Approx. % of patients retained in ART who are currently on IPT,,1.0,Q1 2025
Ekwendeni Hospital,96,167,CPT: Approx. % of patients retained in ART who are currently on CPT,,43.0,Q1 2025
Facility Name,indicator_number,site_id,Indicator Name,newly_reg_in_quarter,cumulative_ever_reg,reporting_period
Embangweni Hospital,25,168,total_registered,35.0,3888.0,Q1 2025
Embangweni Hospital,26,168,FT_patients_initiated - Male,9.0,1243.0,Q1 2025
Embangweni Hospital,27,168,FT_patients_initiated - Female Non-pregnant,8.0,1688.0,Q1 2025
Embangweni Hospital,28,168,FT_patients_initiated - Female Pregnant,3.0,292.0,Q1 2025
Embangweni Hospital,31,168,Re_patients_reinitiated_on_ART,0.0,21.0,Q1 2025
Embangweni Hospital,32,168,TI_patients_transfered_in_on_ART,15.0,644.0,Q1 2025
Embangweni Hospital,33,168,Male (all ages),13.0,1493.0,Q1 2025
Embangweni Hospital,34,168,Non-pregnant Females (all ages),19.0,1962.0,Q1 2025
Embangweni Hospital,35,168,Pregnant Females (all ages),3.0,433.0,Q1 2025
Embangweni Hospital,333435,168,Without gender (all ages),0.0,0.0,Q1 2025
Embangweni Hospital,36,168,Children below 24m at ART initiation,3.0,83.0,Q1 2025
Embangweni Hospital,37,168,Children 24m - 14 yrs at ART initiation,1.0,262.0,Q1 2025
Embangweni Hospital,38,168,Adults 15 years+ at ART initiation,31.0,3543.0,Q1 2025
Embangweni Hospital,39,168,Pres.Sev.HIV disease age < 12m,1.0,1.0,Q1 2025
Embangweni Hospital,40,168,PCR Infants < 12 mths PCR,0.0,7.0,Q1 2025
Embangweni Hospital,41,168,U5 Children 12 - 59 mths,1.0,47.0,Q1 2025
Embangweni Hospital,42,168,Pregnant women,5.0,351.0,Q1 2025
Embangweni Hospital,43,168,Breastfeeding mothers,1.0,157.0,Q1 2025
Embangweni Hospital,44,168,CD4 below threshold,2.0,749.0,Q1 2025
Embangweni Hospital,45,168,Asymptomatic / mild,17.0,847.0,Q1 2025
Embangweni Hospital,46,168,WHO Stage 3,7.0,1310.0,Q1 2025
Embangweni Hospital,47,168,WHO Stage 4,1.0,418.0,Q1 2025
Embangweni Hospital,48,168,Unknown / reason outside guidelines,0.0,1.0,Q1 2025
Embangweni Hospital,49,168,Never TB / TB over 2 years ago,32.0,3679.0,Q1 2025
Embangweni Hospital,50,168,TB within the last 2 years,3.0,97.0,Q1 2025
Embangweni Hospital,51,168,Current episode of TB,0.0,112.0,Q1 2025
Embangweni Hospital,52,168,Kaposis Sarcoma,0.0,62.0,Q1 2025
Embangweni Hospital,53,168,Total alive and on ART,,1595.0,Q1 2025
Embangweni Hospital,54,168,M1 Died within the 1st month after ART initiation,,92.0,Q1 2025
Embangweni Hospital,55,168,M2 Died within the 2nd month after ART initiation,,65.0,Q1 2025
Embangweni Hospital,56,168,M3 Died within the 3rd month after ART initiation,,34.0,Q1 2025
Embangweni Hospital,57,168,M4+ Died after the end of the 3rd month after ART initiation,,444.0,Q1 2025
Embangweni Hospital,58,168,Died total,,635.0,Q1 2025
Embangweni Hospital,59,168,Defaulted (more than 2 months overdue after expected to have run out of ARVs),,40.0,Q1 2025
Embangweni Hospital,60,168,"Stopped taking ARVs (clinician or patient own decision, last known alive)",,71.0,Q1 2025
Embangweni Hospital,61,168,Transferred Out,,1547.0,Q1 2025
Embangweni Hospital,64,168,Regimen 0P,,0.0,Q1 2025
Embangweni Hospital,64,168,Regimen 0A,,0.0,Q1 2025
Embangweni Hospital,65,168,Regimen 2P,,0.0,Q1 2025
Embangweni Hospital,65,168,Regimen 2A,,0.0,Q1 2025
Embangweni Hospital,66,168,Regimen 4PP,,0.0,Q1 2025
Embangweni Hospital,66,168,Regimen 4PA,,0.0,Q1 2025
Embangweni Hospital,66,168,Regimen 4A,,0.0,Q1 2025
Embangweni Hospital,67,168,Regimen 5A,,2.0,Q1 2025
Embangweni Hospital,68,168,Regimen 6A,,0.0,Q1 2025
Embangweni Hospital,69,168,Regimen 7A,,0.0,Q1 2025
Embangweni Hospital,70,168,Regimen 8A,,0.0,Q1 2025
Embangweni Hospital,71,168,Regimen 9PP,,0.0,Q1 2025
Embangweni Hospital,71,168,Regimen 9PA,,0.0,Q1 2025
Embangweni Hospital,71,168,Regimen 9A,,0.0,Q1 2025
Embangweni Hospital,72,168,Regimen 10A,,0.0,Q1 2025
Embangweni Hospital,73,168,Regimen 11PP,,0.0,Q1 2025
Embangweni Hospital,73,168,Regimen 11PA,,0.0,Q1 2025
Embangweni Hospital,73,168,Regimen 11A,,0.0,Q1 2025
Embangweni Hospital,74,168,Regimen 12PP,,0.0,Q1 2025
Embangweni Hospital,74,168,Regimen 12PA,,0.0,Q1 2025
Embangweni Hospital,74,168,Regimen 12A,,0.0,Q1 2025
Embangweni Hospital,75,168,Regimen 13A,,1513.0,Q1 2025
Embangweni Hospital,76,168,Regimen 14PP,,0.0,Q1 2025
Embangweni Hospital,76,168,Regimen 14PA,,0.0,Q1 2025
Embangweni Hospital,76,168,Regimen 14A,,43.0,Q1 2025
Embangweni Hospital,77,168,Regimen 15PP,,10.0,Q1 2025
Embangweni Hospital,77,168,Regimen 15PA,,7.0,Q1 2025
Embangweni Hospital,77,168,Regimen 15A,,20.0,Q1 2025
Embangweni Hospital,78,168,Regimen 16A,,0.0,Q1 2025
Embangweni Hospital,78,168,Regimen 16P,,0.0,Q1 2025
Embangweni Hospital,79,168,Regimen 17PP,,0.0,Q1 2025
Embangweni Hospital,79,168,Regimen 17PA,,0.0,Q1 2025
Embangweni Hospital,79,168,Regimen 17A,,0.0,Q1 2025
Embangweni Hospital,80,168,Other (paed./adult),,0.0,Q1 2025
Embangweni Hospital,81,168,Pregnant (as of the last visit before end of quarter),,14.0,Q1 2025
Embangweni Hospital,82,168,Breastfeeding (as of the last visit before end of quarter),,78.0,Q1 2025
Embangweni Hospital,83,168,All others (not circled) (as of the last visit before end of quarter),,1503.0,Q1 2025
Embangweni Hospital,84,168,TB not suspected (as of the last visit before end of quarter),,1587.0,Q1 2025
Embangweni Hospital,85,168,TB suspected (as of the last visit before end of quarter),,1.0,Q1 2025
Embangweni Hospital,87,168,"TB conf., on Rx (as of the last visit before end of quarter)",,2.0,Q1 2025
Embangweni Hospital,88,168,TB - Unknown (not circled) (as of the last visit before end of quarter),,5.0,Q1 2025
Embangweni Hospital,89,168,Side effects - None (as of the last visit before end of quarter),,1556.0,Q1 2025
Embangweni Hospital,90,168,Side effects - Any side effects (as of the last visit before end of quarter),,2.0,Q1 2025
Embangweni Hospital,91,168,Side effects - Unknown (not circled) (as of the last visit before end of quarter),,37.0,Q1 2025
Embangweni Hospital,92,168,Adherence:  0 - 3 doses missed (as of the last visit before end of quarter),,963.0,Q1 2025
Embangweni Hospital,93,168,Adherence:  4+ doses missed (as of the last visit before end of quarter),,609.0,Q1 2025
Embangweni Hospital,94,168,Adherence - Unknown (not circled) (as of the last visit before end of quarter),,23.0,Q1 2025
Embangweni Hospital,97,168,PIFP: Approx. % of women who received Depo at ART in the last quarter,,50.0,Q1 2025
Embangweni Hospital,98,168,BP screen: Approx. % of adult ART patients with BP recorded at least once this year,,4.0,Q1 2025
Embangweni Hospital,96,168,IPT: Approx. % of patients retained in ART who are currently on IPT,,1.0,Q1 2025
Embangweni Hospital,96,168,CPT: Approx. % of patients retained in ART who are currently on CPT,,67.0,Q1 2025
Facility Name,indicator_number,site_id,Indicator Name,newly_reg_in_quarter,cumulative_ever_reg,reporting_period
Emfeni Health Centre,25,169,total_registered,17.0,841.0,Q1 2025
Emfeni Health Centre,26,169,FT_patients_initiated - Male,3.0,185.0,Q1 2025
Emfeni Health Centre,27,169,FT_patients_initiated - Female Non-pregnant,3.0,215.0,Q1 2025
Emfeni Health Centre,28,169,FT_patients_initiated - Female Pregnant,0.0,65.0,Q1 2025
Emfeni Health Centre,31,169,Re_patients_reinitiated_on_ART,0.0,6.0,Q1 2025
Emfeni Health Centre,32,169,TI_patients_transfered_in_on_ART,11.0,370.0,Q1 2025
Emfeni Health Centre,33,169,Male (all ages),9.0,324.0,Q1 2025
Emfeni Health Centre,34,169,Non-pregnant Females (all ages),8.0,421.0,Q1 2025
Emfeni Health Centre,35,169,Pregnant Females (all ages),0.0,96.0,Q1 2025
Emfeni Health Centre,333435,169,Without gender (all ages),0.0,0.0,Q1 2025
Emfeni Health Centre,36,169,Children below 24m at ART initiation,2.0,15.0,Q1 2025
Emfeni Health Centre,37,169,Children 24m - 14 yrs at ART initiation,0.0,48.0,Q1 2025
Emfeni Health Centre,38,169,Adults 15 years+ at ART initiation,15.0,778.0,Q1 2025
Emfeni Health Centre,39,169,Pres.Sev.HIV disease age < 12m,0.0,1.0,Q1 2025
Emfeni Health Centre,40,169,PCR Infants < 12 mths PCR,1.0,5.0,Q1 2025
Emfeni Health Centre,41,169,U5 Children 12 - 59 mths,0.0,6.0,Q1 2025
Emfeni Health Centre,42,169,Pregnant women,1.0,103.0,Q1 2025
Emfeni Health Centre,43,169,Breastfeeding mothers,1.0,35.0,Q1 2025
Emfeni Health Centre,44,169,CD4 below threshold,0.0,137.0,Q1 2025
Emfeni Health Centre,45,169,Asymptomatic / mild,12.0,317.0,Q1 2025
Emfeni Health Centre,46,169,WHO Stage 3,2.0,209.0,Q1 2025
Emfeni Health Centre,47,169,WHO Stage 4,0.0,27.0,Q1 2025
Emfeni Health Centre,48,169,Unknown / reason outside guidelines,0.0,1.0,Q1 2025
Emfeni Health Centre,49,169,Never TB / TB over 2 years ago,17.0,821.0,Q1 2025
Emfeni Health Centre,50,169,TB within the last 2 years,0.0,2.0,Q1 2025
Emfeni Health Centre,51,169,Current episode of TB,0.0,18.0,Q1 2025
Emfeni Health Centre,52,169,Kaposis Sarcoma,0.0,4.0,Q1 2025
Emfeni Health Centre,53,169,Total alive and on ART,,339.0,Q1 2025
Emfeni Health Centre,54,169,M1 Died within the 1st month after ART initiation,,8.0,Q1 2025
Emfeni Health Centre,55,169,M2 Died within the 2nd month after ART initiation,,8.0,Q1 2025
Emfeni Health Centre,56,169,M3 Died within the 3rd month after ART initiation,,4.0,Q1 2025
Emfeni Health Centre,57,169,M4+ Died after the end of the 3rd month after ART initiation,,55.0,Q1 2025
Emfeni Health Centre,58,169,Died total,,75.0,Q1 2025
Emfeni Health Centre,59,169,Defaulted (more than 2 months overdue after expected to have run out of ARVs),,235.0,Q1 2025
Emfeni Health Centre,61,169,Transferred Out,,192.0,Q1 2025
Emfeni Health Centre,64,169,Regimen 0P,,0.0,Q1 2025
Emfeni Health Centre,64,169,Regimen 0A,,0.0,Q1 2025
Emfeni Health Centre,65,169,Regimen 2P,,0.0,Q1 2025
Emfeni Health Centre,65,169,Regimen 2A,,0.0,Q1 2025
Emfeni Health Centre,66,169,Regimen 4PP,,0.0,Q1 2025
Emfeni Health Centre,66,169,Regimen 4PA,,0.0,Q1 2025
Emfeni Health Centre,66,169,Regimen 4A,,0.0,Q1 2025
Emfeni Health Centre,67,169,Regimen 5A,,0.0,Q1 2025
Emfeni Health Centre,68,169,Regimen 6A,,0.0,Q1 2025
Emfeni Health Centre,69,169,Regimen 7A,,0.0,Q1 2025
Emfeni Health Centre,70,169,Regimen 8A,,0.0,Q1 2025
Emfeni Health Centre,71,169,Regimen 9PP,,0.0,Q1 2025
Emfeni Health Centre,71,169,Regimen 9PA,,0.0,Q1 2025
Emfeni Health Centre,71,169,Regimen 9A,,0.0,Q1 2025
Emfeni Health Centre,72,169,Regimen 10A,,0.0,Q1 2025
Emfeni Health Centre,73,169,Regimen 11PP,,0.0,Q1 2025
Emfeni Health Centre,73,169,Regimen 11PA,,0.0,Q1 2025
Emfeni Health Centre,73,169,Regimen 11A,,0.0,Q1 2025
Emfeni Health Centre,74,169,Regimen 12PP,,0.0,Q1 2025
Emfeni Health Centre,74,169,Regimen 12PA,,0.0,Q1 2025
Emfeni Health Centre,74,169,Regimen 12A,,0.0,Q1 2025
Emfeni Health Centre,75,169,Regimen 13A,,332.0,Q1 2025
Emfeni Health Centre,76,169,Regimen 14PP,,0.0,Q1 2025
Emfeni Health Centre,76,169,Regimen 14PA,,0.0,Q1 2025
Emfeni Health Centre,76,169,Regimen 14A,,1.0,Q1 2025
Emfeni Health Centre,77,169,Regimen 15PP,,2.0,Q1 2025
Emfeni Health Centre,77,169,Regimen 15PA,,3.0,Q1 2025
Emfeni Health Centre,77,169,Regimen 15A,,0.0,Q1 2025
Emfeni Health Centre,78,169,Regimen 16A,,0.0,Q1 2025
Emfeni Health Centre,78,169,Regimen 16P,,0.0,Q1 2025
Emfeni Health Centre,79,169,Regimen 17PP,,0.0,Q1 2025
Emfeni Health Centre,79,169,Regimen 17PA,,0.0,Q1 2025
Emfeni Health Centre,79,169,Regimen 17A,,0.0,Q1 2025
Emfeni Health Centre,80,169,Other (paed./adult),,1.0,Q1 2025
Emfeni Health Centre,81,169,Pregnant (as of the last visit before end of quarter),,2.0,Q1 2025
Emfeni Health Centre,82,169,Breastfeeding (as of the last visit before end of quarter),,4.0,Q1 2025
Emfeni Health Centre,83,169,All others (not circled) (as of the last visit before end of quarter),,333.0,Q1 2025
Emfeni Health Centre,84,169,TB not suspected (as of the last visit before end of quarter),,337.0,Q1 2025
Emfeni Health Centre,85,169,TB suspected (as of the last visit before end of quarter),,1.0,Q1 2025
Emfeni Health Centre,88,169,TB - Unknown (not circled) (as of the last visit before end of quarter),,1.0,Q1 2025
Emfeni Health Centre,89,169,Side effects - None (as of the last visit before end of quarter),,321.0,Q1 2025
Emfeni Health Centre,91,169,Side effects - Unknown (not circled) (as of the last visit before end of quarter),,18.0,Q1 2025
Emfeni Health Centre,92,169,Adherence:  0 - 3 doses missed (as of the last visit before end of quarter),,96.0,Q1 2025
Emfeni Health Centre,93,169,Adherence:  4+ doses missed (as of the last visit before end of quarter),,225.0,Q1 2025
Emfeni Health Centre,94,169,Adherence - Unknown (not circled) (as of the last visit before end of quarter),,18.0,Q1 2025
Facility Name,indicator_number,site_id,Indicator Name,newly_reg_in_quarter,cumulative_ever_reg,reporting_period
Bangwe Health Centre,25,16,total_registered,205.0,19450.0,Q1 2025
Bangwe Health Centre,26,16,FT_patients_initiated - Male,47.0,6194.0,Q1 2025
Bangwe Health Centre,27,16,FT_patients_initiated - Female Non-pregnant,41.0,7756.0,Q1 2025
Bangwe Health Centre,28,16,FT_patients_initiated - Female Pregnant,10.0,2037.0,Q1 2025
Bangwe Health Centre,31,16,Re_patients_reinitiated_on_ART,21.0,242.0,Q1 2025
Bangwe Health Centre,32,16,TI_patients_transfered_in_on_ART,86.0,3221.0,Q1 2025
Bangwe Health Centre,33,16,Male (all ages),78.0,7372.0,Q1 2025
Bangwe Health Centre,34,16,Non-pregnant Females (all ages),112.0,7495.0,Q1 2025
Bangwe Health Centre,35,16,Pregnant Females (all ages),15.0,4583.0,Q1 2025
Bangwe Health Centre,333435,16,Without gender (all ages),0.0,0.0,Q1 2025
Bangwe Health Centre,36,16,Children below 24m at ART initiation,9.0,444.0,Q1 2025
Bangwe Health Centre,37,16,Children 24m - 14 yrs at ART initiation,16.0,1276.0,Q1 2025
Bangwe Health Centre,38,16,Adults 15 years+ at ART initiation,180.0,17730.0,Q1 2025
Bangwe Health Centre,39,16,Pres.Sev.HIV disease age < 12m,0.0,14.0,Q1 2025
Bangwe Health Centre,40,16,PCR Infants < 12 mths PCR,1.0,33.0,Q1 2025
Bangwe Health Centre,41,16,U5 Children 12 - 59 mths,11.0,216.0,Q1 2025
Bangwe Health Centre,42,16,Pregnant women,17.0,2418.0,Q1 2025
Bangwe Health Centre,43,16,Breastfeeding mothers,13.0,856.0,Q1 2025
Bangwe Health Centre,44,16,CD4 below threshold,2.0,3152.0,Q1 2025
Bangwe Health Centre,45,16,Asymptomatic / mild,144.0,6967.0,Q1 2025
Bangwe Health Centre,46,16,WHO Stage 3,10.0,4722.0,Q1 2025
Bangwe Health Centre,47,16,WHO Stage 4,7.0,1065.0,Q1 2025
Bangwe Health Centre,48,16,Unknown / reason outside guidelines,0.0,7.0,Q1 2025
Bangwe Health Centre,49,16,Never TB / TB over 2 years ago,204.0,18538.0,Q1 2025
Bangwe Health Centre,50,16,TB within the last 2 years,0.0,336.0,Q1 2025
Bangwe Health Centre,51,16,Current episode of TB,1.0,576.0,Q1 2025
Bangwe Health Centre,52,16,Kaposis Sarcoma,0.0,159.0,Q1 2025
Bangwe Health Centre,53,16,Total alive and on ART,,6670.0,Q1 2025
Bangwe Health Centre,54,16,M1 Died within the 1st month after ART initiation,,120.0,Q1 2025
Bangwe Health Centre,55,16,M2 Died within the 2nd month after ART initiation,,83.0,Q1 2025
Bangwe Health Centre,56,16,M3 Died within the 3rd month after ART initiation,,54.0,Q1 2025
Bangwe Health Centre,57,16,M4+ Died after the end of the 3rd month after ART initiation,,474.0,Q1 2025
Bangwe Health Centre,58,16,Died total,,731.0,Q1 2025
Bangwe Health Centre,59,16,Defaulted (more than 2 months overdue after expected to have run out of ARVs),,7203.0,Q1 2025
Bangwe Health Centre,60,16,"Stopped taking ARVs (clinician or patient own decision, last known alive)",,256.0,Q1 2025
Bangwe Health Centre,61,16,Transferred Out,,4590.0,Q1 2025
Bangwe Health Centre,64,16,Regimen 0P,,0.0,Q1 2025
Bangwe Health Centre,64,16,Regimen 0A,,0.0,Q1 2025
Bangwe Health Centre,65,16,Regimen 2P,,0.0,Q1 2025
Bangwe Health Centre,65,16,Regimen 2A,,0.0,Q1 2025
Bangwe Health Centre,66,16,Regimen 4PP,,0.0,Q1 2025
Bangwe Health Centre,66,16,Regimen 4PA,,0.0,Q1 2025
Bangwe Health Centre,66,16,Regimen 4A,,0.0,Q1 2025
Bangwe Health Centre,67,16,Regimen 5A,,3.0,Q1 2025
Bangwe Health Centre,68,16,Regimen 6A,,0.0,Q1 2025
Bangwe Health Centre,69,16,Regimen 7A,,1.0,Q1 2025
Bangwe Health Centre,70,16,Regimen 8A,,1.0,Q1 2025
Bangwe Health Centre,71,16,Regimen 9PP,,0.0,Q1 2025
Bangwe Health Centre,71,16,Regimen 9PA,,0.0,Q1 2025
Bangwe Health Centre,71,16,Regimen 9A,,0.0,Q1 2025
Bangwe Health Centre,72,16,Regimen 10A,,0.0,Q1 2025
Bangwe Health Centre,73,16,Regimen 11PP,,0.0,Q1 2025
Bangwe Health Centre,73,16,Regimen 11PA,,0.0,Q1 2025
Bangwe Health Centre,73,16,Regimen 11A,,0.0,Q1 2025
Bangwe Health Centre,74,16,Regimen 12PP,,0.0,Q1 2025
Bangwe Health Centre,74,16,Regimen 12PA,,0.0,Q1 2025
Bangwe Health Centre,74,16,Regimen 12A,,0.0,Q1 2025
Bangwe Health Centre,75,16,Regimen 13A,,6512.0,Q1 2025
Bangwe Health Centre,76,16,Regimen 14PP,,0.0,Q1 2025
Bangwe Health Centre,76,16,Regimen 14PA,,0.0,Q1 2025
Bangwe Health Centre,76,16,Regimen 14A,,4.0,Q1 2025
Bangwe Health Centre,77,16,Regimen 15PP,,61.0,Q1 2025
Bangwe Health Centre,77,16,Regimen 15PA,,36.0,Q1 2025
Bangwe Health Centre,77,16,Regimen 15A,,51.0,Q1 2025
Bangwe Health Centre,78,16,Regimen 16A,,0.0,Q1 2025
Bangwe Health Centre,78,16,Regimen 16P,,0.0,Q1 2025
Bangwe Health Centre,79,16,Regimen 17PP,,0.0,Q1 2025
Bangwe Health Centre,79,16,Regimen 17PA,,0.0,Q1 2025
Bangwe Health Centre,79,16,Regimen 17A,,1.0,Q1 2025
Bangwe Health Centre,80,16,Other (paed./adult),,0.0,Q1 2025
Bangwe Health Centre,81,16,Pregnant (as of the last visit before end of quarter),,236.0,Q1 2025
Bangwe Health Centre,82,16,Breastfeeding (as of the last visit before end of quarter),,329.0,Q1 2025
Bangwe Health Centre,83,16,All others (not circled) (as of the last visit before end of quarter),,6105.0,Q1 2025
Bangwe Health Centre,84,16,TB not suspected (as of the last visit before end of quarter),,6628.0,Q1 2025
Bangwe Health Centre,85,16,TB suspected (as of the last visit before end of quarter),,25.0,Q1 2025
Bangwe Health Centre,86,16,"TB conf., not on Rx (as of the last visit before end of quarter)",,2.0,Q1 2025
Bangwe Health Centre,87,16,"TB conf., on Rx (as of the last visit before end of quarter)",,9.0,Q1 2025
Bangwe Health Centre,88,16,TB - Unknown (not circled) (as of the last visit before end of quarter),,6.0,Q1 2025
Bangwe Health Centre,89,16,Side effects - None (as of the last visit before end of quarter),,6510.0,Q1 2025
Bangwe Health Centre,91,16,Side effects - Unknown (not circled) (as of the last visit before end of quarter),,160.0,Q1 2025
Bangwe Health Centre,92,16,Adherence:  0 - 3 doses missed (as of the last visit before end of quarter),,2893.0,Q1 2025
Bangwe Health Centre,93,16,Adherence:  4+ doses missed (as of the last visit before end of quarter),,3634.0,Q1 2025
Bangwe Health Centre,94,16,Adherence - Unknown (not circled) (as of the last visit before end of quarter),,143.0,Q1 2025
