Facility Name,indicator_number,site_id,Indicator Name,newly_reg_in_quarter,cumulative_ever_reg,reporting_period
Tengani Health Centre,96,659,CPT: Approx. % of patients retained in ART who are currently on CPT,,48.0,Q1 2025
Facility Name,indicator_number,site_id,Indicator Name,newly_reg_in_quarter,cumulative_ever_reg,reporting_period
Thambani Health Centre,25,660,total_registered,20.0,1805.0,Q1 2025
Thambani Health Centre,26,660,FT_patients_initiated - Male,10.0,594.0,Q1 2025
Thambani Health Centre,27,660,FT_patients_initiated - Female Non-pregnant,4.0,886.0,Q1 2025
Thambani Health Centre,28,660,FT_patients_initiated - Female Pregnant,3.0,116.0,Q1 2025
Thambani Health Centre,31,660,Re_patients_reinitiated_on_ART,0.0,0.0,Q1 2025
Thambani Health Centre,32,660,TI_patients_transfered_in_on_ART,3.0,209.0,Q1 2025
Thambani Health Centre,33,660,Male (all ages),11.0,665.0,Q1 2025
Thambani Health Centre,34,660,Non-pregnant Females (all ages),6.0,973.0,Q1 2025
Thambani Health Centre,35,660,Pregnant Females (all ages),3.0,167.0,Q1 2025
Thambani Health Centre,333435,660,Without gender (all ages),0.0,0.0,Q1 2025
Thambani Health Centre,36,660,Children below 24m at ART initiation,1.0,55.0,Q1 2025
Thambani Health Centre,37,660,Children 24m - 14 yrs at ART initiation,0.0,110.0,Q1 2025
Thambani Health Centre,38,660,Adults 15 years+ at ART initiation,19.0,1640.0,Q1 2025
Thambani Health Centre,39,660,Pres.Sev.HIV disease age < 12m,0.0,21.0,Q1 2025
Thambani Health Centre,40,660,PCR Infants < 12 mths PCR,0.0,2.0,Q1 2025
Thambani Health Centre,41,660,U5 Children 12 - 59 mths,0.0,6.0,Q1 2025
Thambani Health Centre,42,660,Pregnant women,3.0,130.0,Q1 2025
Thambani Health Centre,43,660,Breastfeeding mothers,0.0,39.0,Q1 2025
Thambani Health Centre,44,660,CD4 below threshold,0.0,3.0,Q1 2025
Thambani Health Centre,45,660,Asymptomatic / mild,16.0,947.0,Q1 2025
Thambani Health Centre,46,660,WHO Stage 3,1.0,591.0,Q1 2025
Thambani Health Centre,47,660,WHO Stage 4,0.0,65.0,Q1 2025
Thambani Health Centre,48,660,Unknown / reason outside guidelines,0.0,1.0,Q1 2025
Thambani Health Centre,49,660,Never TB / TB over 2 years ago,20.0,1788.0,Q1 2025
Thambani Health Centre,50,660,TB within the last 2 years,0.0,2.0,Q1 2025
Thambani Health Centre,51,660,Current episode of TB,0.0,15.0,Q1 2025
Thambani Health Centre,52,660,Kaposis Sarcoma,0.0,12.0,Q1 2025
Thambani Health Centre,53,660,Total alive and on ART,,1029.0,Q1 2025
Thambani Health Centre,54,660,M1 Died within the 1st month after ART initiation,,36.0,Q1 2025
Thambani Health Centre,55,660,M2 Died within the 2nd month after ART initiation,,20.0,Q1 2025
Thambani Health Centre,56,660,M3 Died within the 3rd month after ART initiation,,13.0,Q1 2025
Thambani Health Centre,57,660,M4+ Died after the end of the 3rd month after ART initiation,,124.0,Q1 2025
Thambani Health Centre,58,660,Died total,,193.0,Q1 2025
Thambani Health Centre,59,660,Defaulted (more than 2 months overdue after expected to have run out of ARVs),,260.0,Q1 2025
Thambani Health Centre,60,660,"Stopped taking ARVs (clinician or patient own decision, last known alive)",,4.0,Q1 2025
Thambani Health Centre,61,660,Transferred Out,,319.0,Q1 2025
Thambani Health Centre,64,660,Regimen 0P,,0.0,Q1 2025
Thambani Health Centre,64,660,Regimen 0A,,0.0,Q1 2025
Thambani Health Centre,65,660,Regimen 2P,,0.0,Q1 2025
Thambani Health Centre,65,660,Regimen 2A,,0.0,Q1 2025
Thambani Health Centre,66,660,Regimen 4PP,,0.0,Q1 2025
Thambani Health Centre,66,660,Regimen 4PA,,0.0,Q1 2025
Thambani Health Centre,66,660,Regimen 4A,,0.0,Q1 2025
Thambani Health Centre,67,660,Regimen 5A,,0.0,Q1 2025
Thambani Health Centre,68,660,Regimen 6A,,0.0,Q1 2025
Thambani Health Centre,69,660,Regimen 7A,,0.0,Q1 2025
Thambani Health Centre,70,660,Regimen 8A,,0.0,Q1 2025
Thambani Health Centre,71,660,Regimen 9PP,,0.0,Q1 2025
Thambani Health Centre,71,660,Regimen 9PA,,0.0,Q1 2025
Thambani Health Centre,71,660,Regimen 9A,,0.0,Q1 2025
Thambani Health Centre,72,660,Regimen 10A,,0.0,Q1 2025
Thambani Health Centre,73,660,Regimen 11PP,,0.0,Q1 2025
Thambani Health Centre,73,660,Regimen 11PA,,0.0,Q1 2025
Thambani Health Centre,73,660,Regimen 11A,,0.0,Q1 2025
Thambani Health Centre,74,660,Regimen 12PP,,0.0,Q1 2025
Thambani Health Centre,74,660,Regimen 12PA,,0.0,Q1 2025
Thambani Health Centre,74,660,Regimen 12A,,0.0,Q1 2025
Thambani Health Centre,75,660,Regimen 13A,,1005.0,Q1 2025
Thambani Health Centre,76,660,Regimen 14PP,,0.0,Q1 2025
Thambani Health Centre,76,660,Regimen 14PA,,0.0,Q1 2025
Thambani Health Centre,76,660,Regimen 14A,,0.0,Q1 2025
Thambani Health Centre,77,660,Regimen 15PP,,9.0,Q1 2025
Thambani Health Centre,77,660,Regimen 15PA,,6.0,Q1 2025
Thambani Health Centre,77,660,Regimen 15A,,9.0,Q1 2025
Thambani Health Centre,78,660,Regimen 16A,,0.0,Q1 2025
Thambani Health Centre,78,660,Regimen 16P,,0.0,Q1 2025
Thambani Health Centre,79,660,Regimen 17PP,,0.0,Q1 2025
Thambani Health Centre,79,660,Regimen 17PA,,0.0,Q1 2025
Thambani Health Centre,79,660,Regimen 17A,,0.0,Q1 2025
Thambani Health Centre,80,660,Other (paed./adult),,0.0,Q1 2025
Thambani Health Centre,81,660,Pregnant (as of the last visit before end of quarter),,12.0,Q1 2025
Thambani Health Centre,82,660,Breastfeeding (as of the last visit before end of quarter),,72.0,Q1 2025
Thambani Health Centre,83,660,All others (not circled) (as of the last visit before end of quarter),,945.0,Q1 2025
Thambani Health Centre,84,660,TB not suspected (as of the last visit before end of quarter),,1022.0,Q1 2025
Thambani Health Centre,85,660,TB suspected (as of the last visit before end of quarter),,4.0,Q1 2025
Thambani Health Centre,87,660,"TB conf., on Rx (as of the last visit before end of quarter)",,3.0,Q1 2025
Thambani Health Centre,88,660,TB - Unknown (not circled) (as of the last visit before end of quarter),,0.0,Q1 2025
Thambani Health Centre,89,660,Side effects - None (as of the last visit before end of quarter),,1013.0,Q1 2025
Thambani Health Centre,91,660,Side effects - Unknown (not circled) (as of the last visit before end of quarter),,16.0,Q1 2025
Thambani Health Centre,92,660,Adherence:  0 - 3 doses missed (as of the last visit before end of quarter),,426.0,Q1 2025
Thambani Health Centre,93,660,Adherence:  4+ doses missed (as of the last visit before end of quarter),,587.0,Q1 2025
Thambani Health Centre,94,660,Adherence - Unknown (not circled) (as of the last visit before end of quarter),,16.0,Q1 2025
Facility Name,indicator_number,site_id,Indicator Name,newly_reg_in_quarter,cumulative_ever_reg,reporting_period
Thavite Health Centre,25,661,total_registered,12.0,1603.0,Q1 2025
Thavite Health Centre,26,661,FT_patients_initiated - Male,2.0,454.0,Q1 2025
Thavite Health Centre,27,661,FT_patients_initiated - Female Non-pregnant,3.0,673.0,Q1 2025
Thavite Health Centre,28,661,FT_patients_initiated - Female Pregnant,2.0,99.0,Q1 2025
Thavite Health Centre,31,661,Re_patients_reinitiated_on_ART,0.0,3.0,Q1 2025
Thavite Health Centre,32,661,TI_patients_transfered_in_on_ART,5.0,374.0,Q1 2025
Thavite Health Centre,33,661,Male (all ages),3.0,617.0,Q1 2025
Thavite Health Centre,34,661,Non-pregnant Females (all ages),7.0,836.0,Q1 2025
Thavite Health Centre,35,661,Pregnant Females (all ages),2.0,150.0,Q1 2025
Thavite Health Centre,333435,661,Without gender (all ages),0.0,0.0,Q1 2025
Thavite Health Centre,36,661,Children below 24m at ART initiation,0.0,45.0,Q1 2025
Thavite Health Centre,37,661,Children 24m - 14 yrs at ART initiation,0.0,85.0,Q1 2025
Thavite Health Centre,38,661,Adults 15 years+ at ART initiation,12.0,1473.0,Q1 2025
Thavite Health Centre,39,661,Pres.Sev.HIV disease age < 12m,0.0,0.0,Q1 2025
Thavite Health Centre,40,661,PCR Infants < 12 mths PCR,0.0,22.0,Q1 2025
Thavite Health Centre,41,661,U5 Children 12 - 59 mths,0.0,34.0,Q1 2025
Thavite Health Centre,42,661,Pregnant women,4.0,133.0,Q1 2025
Thavite Health Centre,43,661,Breastfeeding mothers,1.0,32.0,Q1 2025
Thavite Health Centre,44,661,CD4 below threshold,0.0,19.0,Q1 2025
Thavite Health Centre,45,661,Asymptomatic / mild,5.0,1308.0,Q1 2025
Thavite Health Centre,46,661,WHO Stage 3,2.0,47.0,Q1 2025
Thavite Health Centre,47,661,WHO Stage 4,0.0,8.0,Q1 2025
Thavite Health Centre,48,661,Unknown / reason outside guidelines,0.0,0.0,Q1 2025
Thavite Health Centre,49,661,Never TB / TB over 2 years ago,12.0,1599.0,Q1 2025
Thavite Health Centre,50,661,TB within the last 2 years,0.0,3.0,Q1 2025
Thavite Health Centre,51,661,Current episode of TB,0.0,1.0,Q1 2025
Thavite Health Centre,52,661,Kaposis Sarcoma,0.0,2.0,Q1 2025
Thavite Health Centre,53,661,Total alive and on ART,,656.0,Q1 2025
Thavite Health Centre,54,661,M1 Died within the 1st month after ART initiation,,19.0,Q1 2025
Thavite Health Centre,55,661,M2 Died within the 2nd month after ART initiation,,7.0,Q1 2025
Thavite Health Centre,56,661,M3 Died within the 3rd month after ART initiation,,7.0,Q1 2025
Thavite Health Centre,57,661,M4+ Died after the end of the 3rd month after ART initiation,,72.0,Q1 2025
Thavite Health Centre,58,661,Died total,,105.0,Q1 2025
Thavite Health Centre,59,661,Defaulted (more than 2 months overdue after expected to have run out of ARVs),,216.0,Q1 2025
Thavite Health Centre,61,661,Transferred Out,,626.0,Q1 2025
Thavite Health Centre,64,661,Regimen 0P,,0.0,Q1 2025
Thavite Health Centre,64,661,Regimen 0A,,0.0,Q1 2025
Thavite Health Centre,65,661,Regimen 2P,,0.0,Q1 2025
Thavite Health Centre,65,661,Regimen 2A,,0.0,Q1 2025
Thavite Health Centre,66,661,Regimen 4PP,,0.0,Q1 2025
Thavite Health Centre,66,661,Regimen 4PA,,0.0,Q1 2025
Thavite Health Centre,66,661,Regimen 4A,,0.0,Q1 2025
Thavite Health Centre,67,661,Regimen 5A,,0.0,Q1 2025
Thavite Health Centre,68,661,Regimen 6A,,0.0,Q1 2025
Thavite Health Centre,69,661,Regimen 7A,,0.0,Q1 2025
Thavite Health Centre,70,661,Regimen 8A,,0.0,Q1 2025
Thavite Health Centre,71,661,Regimen 9PP,,0.0,Q1 2025
Thavite Health Centre,71,661,Regimen 9PA,,0.0,Q1 2025
Thavite Health Centre,71,661,Regimen 9A,,0.0,Q1 2025
Thavite Health Centre,72,661,Regimen 10A,,0.0,Q1 2025
Thavite Health Centre,73,661,Regimen 11PP,,0.0,Q1 2025
Thavite Health Centre,73,661,Regimen 11PA,,0.0,Q1 2025
Thavite Health Centre,73,661,Regimen 11A,,0.0,Q1 2025
Thavite Health Centre,74,661,Regimen 12PP,,0.0,Q1 2025
Thavite Health Centre,74,661,Regimen 12PA,,0.0,Q1 2025
Thavite Health Centre,74,661,Regimen 12A,,0.0,Q1 2025
Thavite Health Centre,75,661,Regimen 13A,,637.0,Q1 2025
Thavite Health Centre,76,661,Regimen 14PP,,0.0,Q1 2025
Thavite Health Centre,76,661,Regimen 14PA,,0.0,Q1 2025
Thavite Health Centre,76,661,Regimen 14A,,2.0,Q1 2025
Thavite Health Centre,77,661,Regimen 15PP,,8.0,Q1 2025
Thavite Health Centre,77,661,Regimen 15PA,,5.0,Q1 2025
Thavite Health Centre,77,661,Regimen 15A,,4.0,Q1 2025
Thavite Health Centre,78,661,Regimen 16A,,0.0,Q1 2025
Thavite Health Centre,78,661,Regimen 16P,,0.0,Q1 2025
Thavite Health Centre,79,661,Regimen 17PP,,0.0,Q1 2025
Thavite Health Centre,79,661,Regimen 17PA,,0.0,Q1 2025
Thavite Health Centre,79,661,Regimen 17A,,0.0,Q1 2025
Thavite Health Centre,80,661,Other (paed./adult),,0.0,Q1 2025
Thavite Health Centre,81,661,Pregnant (as of the last visit before end of quarter),,7.0,Q1 2025
Thavite Health Centre,82,661,Breastfeeding (as of the last visit before end of quarter),,47.0,Q1 2025
Thavite Health Centre,83,661,All others (not circled) (as of the last visit before end of quarter),,602.0,Q1 2025
Thavite Health Centre,84,661,TB not suspected (as of the last visit before end of quarter),,652.0,Q1 2025
Thavite Health Centre,85,661,TB suspected (as of the last visit before end of quarter),,2.0,Q1 2025
Thavite Health Centre,86,661,"TB conf., not on Rx (as of the last visit before end of quarter)",,1.0,Q1 2025
Thavite Health Centre,87,661,"TB conf., on Rx (as of the last visit before end of quarter)",,1.0,Q1 2025
Thavite Health Centre,88,661,TB - Unknown (not circled) (as of the last visit before end of quarter),,0.0,Q1 2025
Thavite Health Centre,89,661,Side effects - None (as of the last visit before end of quarter),,653.0,Q1 2025
Thavite Health Centre,91,661,Side effects - Unknown (not circled) (as of the last visit before end of quarter),,3.0,Q1 2025
Thavite Health Centre,92,661,Adherence:  0 - 3 doses missed (as of the last visit before end of quarter),,259.0,Q1 2025
Thavite Health Centre,93,661,Adherence:  4+ doses missed (as of the last visit before end of quarter),,392.0,Q1 2025
Thavite Health Centre,94,661,Adherence - Unknown (not circled) (as of the last visit before end of quarter),,4.0,Q1 2025
Facility Name,indicator_number,site_id,Indicator Name,newly_reg_in_quarter,cumulative_ever_reg,reporting_period
Thekerani Rural Hospital,25,662,total_registered,49.0,7413.0,Q1 2025
Thekerani Rural Hospital,26,662,FT_patients_initiated - Male,13.0,2221.0,Q1 2025
Thekerani Rural Hospital,27,662,FT_patients_initiated - Female Non-pregnant,15.0,3640.0,Q1 2025
Thekerani Rural Hospital,28,662,FT_patients_initiated - Female Pregnant,7.0,598.0,Q1 2025
Thekerani Rural Hospital,31,662,Re_patients_reinitiated_on_ART,0.0,167.0,Q1 2025
Thekerani Rural Hospital,32,662,TI_patients_transfered_in_on_ART,14.0,787.0,Q1 2025
Thekerani Rural Hospital,33,662,Male (all ages),18.0,2557.0,Q1 2025
Thekerani Rural Hospital,34,662,Non-pregnant Females (all ages),23.0,3371.0,Q1 2025
Thekerani Rural Hospital,35,662,Pregnant Females (all ages),8.0,1485.0,Q1 2025
Thekerani Rural Hospital,333435,662,Without gender (all ages),0.0,0.0,Q1 2025
Thekerani Rural Hospital,36,662,Children below 24m at ART initiation,1.0,147.0,Q1 2025
Thekerani Rural Hospital,37,662,Children 24m - 14 yrs at ART initiation,1.0,445.0,Q1 2025
Thekerani Rural Hospital,38,662,Adults 15 years+ at ART initiation,47.0,6821.0,Q1 2025
Thekerani Rural Hospital,39,662,Pres.Sev.HIV disease age < 12m,0.0,5.0,Q1 2025
Thekerani Rural Hospital,40,662,PCR Infants < 12 mths PCR,0.0,4.0,Q1 2025
Thekerani Rural Hospital,41,662,U5 Children 12 - 59 mths,1.0,40.0,Q1 2025
Thekerani Rural Hospital,42,662,Pregnant women,8.0,684.0,Q1 2025
Thekerani Rural Hospital,43,662,Breastfeeding mothers,0.0,273.0,Q1 2025
Thekerani Rural Hospital,44,662,CD4 below threshold,0.0,1723.0,Q1 2025
Thekerani Rural Hospital,45,662,Asymptomatic / mild,38.0,1600.0,Q1 2025
Thekerani Rural Hospital,46,662,WHO Stage 3,1.0,2519.0,Q1 2025
Thekerani Rural Hospital,47,662,WHO Stage 4,1.0,565.0,Q1 2025
Thekerani Rural Hospital,48,662,Unknown / reason outside guidelines,0.0,0.0,Q1 2025
Thekerani Rural Hospital,49,662,Never TB / TB over 2 years ago,48.0,7171.0,Q1 2025
Thekerani Rural Hospital,50,662,TB within the last 2 years,0.0,129.0,Q1 2025
Thekerani Rural Hospital,51,662,Current episode of TB,1.0,113.0,Q1 2025
Thekerani Rural Hospital,52,662,Kaposis Sarcoma,0.0,88.0,Q1 2025
Thekerani Rural Hospital,53,662,Total alive and on ART,,2841.0,Q1 2025
Thekerani Rural Hospital,54,662,M1 Died within the 1st month after ART initiation,,113.0,Q1 2025
Thekerani Rural Hospital,55,662,M2 Died within the 2nd month after ART initiation,,90.0,Q1 2025
Thekerani Rural Hospital,56,662,M3 Died within the 3rd month after ART initiation,,51.0,Q1 2025
Thekerani Rural Hospital,57,662,M4+ Died after the end of the 3rd month after ART initiation,,546.0,Q1 2025
Thekerani Rural Hospital,58,662,Died total,,800.0,Q1 2025
Thekerani Rural Hospital,59,662,Defaulted (more than 2 months overdue after expected to have run out of ARVs),,1410.0,Q1 2025
Thekerani Rural Hospital,60,662,"Stopped taking ARVs (clinician or patient own decision, last known alive)",,66.0,Q1 2025
Thekerani Rural Hospital,61,662,Transferred Out,,2296.0,Q1 2025
Thekerani Rural Hospital,64,662,Regimen 0P,,0.0,Q1 2025
Thekerani Rural Hospital,64,662,Regimen 0A,,0.0,Q1 2025
Thekerani Rural Hospital,65,662,Regimen 2P,,0.0,Q1 2025
Thekerani Rural Hospital,65,662,Regimen 2A,,0.0,Q1 2025
Thekerani Rural Hospital,66,662,Regimen 4PP,,0.0,Q1 2025
Thekerani Rural Hospital,66,662,Regimen 4PA,,0.0,Q1 2025
Thekerani Rural Hospital,66,662,Regimen 4A,,0.0,Q1 2025
Thekerani Rural Hospital,67,662,Regimen 5A,,0.0,Q1 2025
Thekerani Rural Hospital,68,662,Regimen 6A,,0.0,Q1 2025
Thekerani Rural Hospital,69,662,Regimen 7A,,0.0,Q1 2025
Thekerani Rural Hospital,70,662,Regimen 8A,,0.0,Q1 2025
Thekerani Rural Hospital,71,662,Regimen 9PP,,0.0,Q1 2025
Thekerani Rural Hospital,71,662,Regimen 9PA,,0.0,Q1 2025
Thekerani Rural Hospital,71,662,Regimen 9A,,0.0,Q1 2025
Thekerani Rural Hospital,72,662,Regimen 10A,,0.0,Q1 2025
Thekerani Rural Hospital,73,662,Regimen 11PP,,0.0,Q1 2025
Thekerani Rural Hospital,73,662,Regimen 11PA,,0.0,Q1 2025
Thekerani Rural Hospital,73,662,Regimen 11A,,0.0,Q1 2025
Thekerani Rural Hospital,74,662,Regimen 12PP,,0.0,Q1 2025
Thekerani Rural Hospital,74,662,Regimen 12PA,,0.0,Q1 2025
Thekerani Rural Hospital,74,662,Regimen 12A,,0.0,Q1 2025
Thekerani Rural Hospital,75,662,Regimen 13A,,2785.0,Q1 2025
Thekerani Rural Hospital,76,662,Regimen 14PP,,0.0,Q1 2025
Thekerani Rural Hospital,76,662,Regimen 14PA,,0.0,Q1 2025
Thekerani Rural Hospital,76,662,Regimen 14A,,0.0,Q1 2025
Thekerani Rural Hospital,77,662,Regimen 15PP,,17.0,Q1 2025
Thekerani Rural Hospital,77,662,Regimen 15PA,,15.0,Q1 2025
Thekerani Rural Hospital,77,662,Regimen 15A,,24.0,Q1 2025
Thekerani Rural Hospital,78,662,Regimen 16A,,0.0,Q1 2025
Thekerani Rural Hospital,78,662,Regimen 16P,,0.0,Q1 2025
Thekerani Rural Hospital,79,662,Regimen 17PP,,0.0,Q1 2025
Thekerani Rural Hospital,79,662,Regimen 17PA,,0.0,Q1 2025
Thekerani Rural Hospital,79,662,Regimen 17A,,0.0,Q1 2025
Thekerani Rural Hospital,80,662,Other (paed./adult),,0.0,Q1 2025
Thekerani Rural Hospital,81,662,Pregnant (as of the last visit before end of quarter),,55.0,Q1 2025
Thekerani Rural Hospital,82,662,Breastfeeding (as of the last visit before end of quarter),,151.0,Q1 2025
Thekerani Rural Hospital,83,662,All others (not circled) (as of the last visit before end of quarter),,2635.0,Q1 2025
Thekerani Rural Hospital,84,662,TB not suspected (as of the last visit before end of quarter),,2819.0,Q1 2025
Thekerani Rural Hospital,85,662,TB suspected (as of the last visit before end of quarter),,8.0,Q1 2025
Thekerani Rural Hospital,87,662,"TB conf., on Rx (as of the last visit before end of quarter)",,5.0,Q1 2025
Thekerani Rural Hospital,88,662,TB - Unknown (not circled) (as of the last visit before end of quarter),,9.0,Q1 2025
Thekerani Rural Hospital,89,662,Side effects - None (as of the last visit before end of quarter),,2783.0,Q1 2025
Thekerani Rural Hospital,90,662,Side effects - Any side effects (as of the last visit before end of quarter),,5.0,Q1 2025
Thekerani Rural Hospital,91,662,Side effects - Unknown (not circled) (as of the last visit before end of quarter),,53.0,Q1 2025
Thekerani Rural Hospital,92,662,Adherence:  0 - 3 doses missed (as of the last visit before end of quarter),,1586.0,Q1 2025
Thekerani Rural Hospital,93,662,Adherence:  4+ doses missed (as of the last visit before end of quarter),,1227.0,Q1 2025
Thekerani Rural Hospital,94,662,Adherence - Unknown (not circled) (as of the last visit before end of quarter),,28.0,Q1 2025
Thekerani Rural Hospital,97,662,PIFP: Approx. % of women who received Depo at ART in the last quarter,,13.0,Q1 2025
Thekerani Rural Hospital,98,662,BP screen: Approx. % of adult ART patients with BP recorded at least once this year,,0.0,Q1 2025
Thekerani Rural Hospital,96,662,IPT: Approx. % of patients retained in ART who are currently on IPT,,1.0,Q1 2025
Thekerani Rural Hospital,96,662,CPT: Approx. % of patients retained in ART who are currently on CPT,,69.0,Q1 2025
Facility Name,indicator_number,site_id,Indicator Name,newly_reg_in_quarter,cumulative_ever_reg,reporting_period
Thomasi Health Centre,25,664,total_registered,3.0,1814.0,Q1 2025
Thomasi Health Centre,26,664,FT_patients_initiated - Male,0.0,523.0,Q1 2025
Thomasi Health Centre,27,664,FT_patients_initiated - Female Non-pregnant,2.0,822.0,Q1 2025
Thomasi Health Centre,28,664,FT_patients_initiated - Female Pregnant,1.0,111.0,Q1 2025
Thomasi Health Centre,31,664,Re_patients_reinitiated_on_ART,0.0,1.0,Q1 2025
Thomasi Health Centre,32,664,TI_patients_transfered_in_on_ART,0.0,357.0,Q1 2025
Thomasi Health Centre,33,664,Male (all ages),0.0,642.0,Q1 2025
Thomasi Health Centre,34,664,Non-pregnant Females (all ages),2.0,1026.0,Q1 2025
Thomasi Health Centre,35,664,Pregnant Females (all ages),1.0,146.0,Q1 2025
Thomasi Health Centre,333435,664,Without gender (all ages),0.0,0.0,Q1 2025
Thomasi Health Centre,36,664,Children below 24m at ART initiation,0.0,47.0,Q1 2025
Thomasi Health Centre,37,664,Children 24m - 14 yrs at ART initiation,0.0,97.0,Q1 2025
Thomasi Health Centre,38,664,Adults 15 years+ at ART initiation,3.0,1670.0,Q1 2025
Thomasi Health Centre,39,664,Pres.Sev.HIV disease age < 12m,0.0,1.0,Q1 2025
Thomasi Health Centre,40,664,PCR Infants < 12 mths PCR,0.0,14.0,Q1 2025
Thomasi Health Centre,41,664,U5 Children 12 - 59 mths,1.0,24.0,Q1 2025
Thomasi Health Centre,42,664,Pregnant women,2.0,162.0,Q1 2025
Thomasi Health Centre,43,664,Breastfeeding mothers,0.0,67.0,Q1 2025
Thomasi Health Centre,44,664,CD4 below threshold,0.0,439.0,Q1 2025
Thomasi Health Centre,45,664,Asymptomatic / mild,0.0,693.0,Q1 2025
Thomasi Health Centre,46,664,WHO Stage 3,0.0,381.0,Q1 2025
Thomasi Health Centre,47,664,WHO Stage 4,0.0,33.0,Q1 2025
Thomasi Health Centre,48,664,Unknown / reason outside guidelines,0.0,0.0,Q1 2025
Thomasi Health Centre,49,664,Never TB / TB over 2 years ago,3.0,1792.0,Q1 2025
Thomasi Health Centre,50,664,TB within the last 2 years,0.0,3.0,Q1 2025
Thomasi Health Centre,51,664,Current episode of TB,0.0,19.0,Q1 2025
Thomasi Health Centre,52,664,Kaposis Sarcoma,0.0,3.0,Q1 2025
Thomasi Health Centre,53,664,Total alive and on ART,,763.0,Q1 2025
Thomasi Health Centre,54,664,M1 Died within the 1st month after ART initiation,,14.0,Q1 2025
Thomasi Health Centre,55,664,M2 Died within the 2nd month after ART initiation,,20.0,Q1 2025
Thomasi Health Centre,56,664,M3 Died within the 3rd month after ART initiation,,8.0,Q1 2025
Thomasi Health Centre,57,664,M4+ Died after the end of the 3rd month after ART initiation,,116.0,Q1 2025
Thomasi Health Centre,58,664,Died total,,158.0,Q1 2025
Thomasi Health Centre,59,664,Defaulted (more than 2 months overdue after expected to have run out of ARVs),,86.0,Q1 2025
Thomasi Health Centre,60,664,"Stopped taking ARVs (clinician or patient own decision, last known alive)",,32.0,Q1 2025
Thomasi Health Centre,61,664,Transferred Out,,775.0,Q1 2025
Thomasi Health Centre,64,664,Regimen 0P,,0.0,Q1 2025
Thomasi Health Centre,64,664,Regimen 0A,,0.0,Q1 2025
Thomasi Health Centre,65,664,Regimen 2P,,0.0,Q1 2025
Thomasi Health Centre,65,664,Regimen 2A,,0.0,Q1 2025
Thomasi Health Centre,66,664,Regimen 4PP,,0.0,Q1 2025
Thomasi Health Centre,66,664,Regimen 4PA,,0.0,Q1 2025
Thomasi Health Centre,66,664,Regimen 4A,,0.0,Q1 2025
Thomasi Health Centre,67,664,Regimen 5A,,0.0,Q1 2025
Thomasi Health Centre,68,664,Regimen 6A,,0.0,Q1 2025
Thomasi Health Centre,69,664,Regimen 7A,,0.0,Q1 2025
Thomasi Health Centre,70,664,Regimen 8A,,0.0,Q1 2025
Thomasi Health Centre,71,664,Regimen 9PP,,0.0,Q1 2025
Thomasi Health Centre,71,664,Regimen 9PA,,0.0,Q1 2025
Thomasi Health Centre,71,664,Regimen 9A,,0.0,Q1 2025
Thomasi Health Centre,72,664,Regimen 10A,,0.0,Q1 2025
Thomasi Health Centre,73,664,Regimen 11PP,,0.0,Q1 2025
Thomasi Health Centre,73,664,Regimen 11PA,,0.0,Q1 2025
Thomasi Health Centre,73,664,Regimen 11A,,0.0,Q1 2025
Thomasi Health Centre,74,664,Regimen 12PP,,0.0,Q1 2025
Thomasi Health Centre,74,664,Regimen 12PA,,0.0,Q1 2025
Thomasi Health Centre,74,664,Regimen 12A,,0.0,Q1 2025
Thomasi Health Centre,75,664,Regimen 13A,,743.0,Q1 2025
Thomasi Health Centre,76,664,Regimen 14PP,,0.0,Q1 2025
Thomasi Health Centre,76,664,Regimen 14PA,,0.0,Q1 2025
Thomasi Health Centre,76,664,Regimen 14A,,0.0,Q1 2025
Thomasi Health Centre,77,664,Regimen 15PP,,7.0,Q1 2025
Thomasi Health Centre,77,664,Regimen 15PA,,6.0,Q1 2025
Thomasi Health Centre,77,664,Regimen 15A,,7.0,Q1 2025
Thomasi Health Centre,78,664,Regimen 16A,,0.0,Q1 2025
Thomasi Health Centre,78,664,Regimen 16P,,0.0,Q1 2025
Thomasi Health Centre,79,664,Regimen 17PP,,0.0,Q1 2025
Thomasi Health Centre,79,664,Regimen 17PA,,0.0,Q1 2025
Thomasi Health Centre,79,664,Regimen 17A,,0.0,Q1 2025
Thomasi Health Centre,80,664,Other (paed./adult),,0.0,Q1 2025
Thomasi Health Centre,81,664,Pregnant (as of the last visit before end of quarter),,3.0,Q1 2025
Thomasi Health Centre,82,664,Breastfeeding (as of the last visit before end of quarter),,23.0,Q1 2025
Thomasi Health Centre,83,664,All others (not circled) (as of the last visit before end of quarter),,737.0,Q1 2025
Thomasi Health Centre,84,664,TB not suspected (as of the last visit before end of quarter),,757.0,Q1 2025
Thomasi Health Centre,85,664,TB suspected (as of the last visit before end of quarter),,6.0,Q1 2025
Thomasi Health Centre,88,664,TB - Unknown (not circled) (as of the last visit before end of quarter),,0.0,Q1 2025
Thomasi Health Centre,89,664,Side effects - None (as of the last visit before end of quarter),,760.0,Q1 2025
Thomasi Health Centre,91,664,Side effects - Unknown (not circled) (as of the last visit before end of quarter),,3.0,Q1 2025
Thomasi Health Centre,92,664,Adherence:  0 - 3 doses missed (as of the last visit before end of quarter),,384.0,Q1 2025
Thomasi Health Centre,93,664,Adherence:  4+ doses missed (as of the last visit before end of quarter),,371.0,Q1 2025
