site_id,facility,indicator,sex,age_group,Date_Submitted,Returned <3 mo,Returned 3-5 mo,Returned 6+ mo
site_id,facility,indicator,sex,age_group,Date_Submitted,Returned <3 mo,Returned 3-5 mo,Returned 6+ mo
468,Mtwalo Health Centre,TX_RTT,Male,20-24 years,2025-08-26 01:24:06.791308+00:00,1,0,0
468,Mtwalo Health Centre,TX_RTT,Female,45-49 years,2025-08-26 01:24:06.791308+00:00,1,0,0
468,Mtwalo Health Centre,TX_RTT,Male,45-49 years,2025-08-26 01:24:06.791308+00:00,1,0,0
468,Mtwalo Health Centre,TX_RTT,Male,30-34 years,2025-08-26 01:24:06.791308+00:00,2,0,0
468,Mtwalo Health Centre,TX_RTT,Female,60-64 years,2025-08-26 01:24:06.791308+00:00,1,0,0
468,Mtwalo Health Centre,TX_RTT,Male,All,2025-08-26 01:24:06.791308+00:00,6,0,0
468,Mtwalo Health Centre,TX_RTT,Male,55-59 years,2025-08-26 01:24:06.791308+00:00,1,0,0
468,Mtwalo Health Centre,TX_RTT,FNP,All,2025-08-26 01:24:06.791308+00:00,8,0,0
468,Mtwalo Health Centre,TX_RTT,Male,10-14 years,2025-08-26 01:24:06.791308+00:00,1,0,0
468,Mtwalo Health Centre,TX_RTT,Female,70-74 years,2025-08-26 01:24:06.791308+00:00,2,0,0
468,Mtwalo Health Centre,TX_RTT,Female,30-34 years,2025-08-26 01:24:06.791308+00:00,2,0,0
468,Mtwalo Health Centre,TX_RTT,Female,40-44 years,2025-08-26 01:24:06.791308+00:00,2,0,0
site_id,facility,indicator,sex,age_group,Date_Submitted,Returned <3 mo,Returned 3-5 mo,Returned 6+ mo
495,Mzimba District Hospital,TX_RTT,Female,45-49 years,2025-08-26 01:24:06.799090+00:00,6,0,0
495,Mzimba District Hospital,TX_RTT,Female,60-64 years,2025-08-26 01:24:06.799090+00:00,1,0,0
495,Mzimba District Hospital,TX_RTT,Female,20-24 years,2025-08-26 01:24:06.799090+00:00,4,0,0
495,Mzimba District Hospital,TX_RTT,Male,55-59 years,2025-08-26 01:24:06.799090+00:00,5,0,0
495,Mzimba District Hospital,TX_RTT,Male,10-14 years,2025-08-26 01:24:06.799090+00:00,1,0,0
495,Mzimba District Hospital,TX_RTT,Male,20-24 years,2025-08-26 01:24:06.799090+00:00,4,0,0
495,Mzimba District Hospital,TX_RTT,Male,50-54 years,2025-08-26 01:24:06.799090+00:00,6,0,0
495,Mzimba District Hospital,TX_RTT,Female,55-59 years,2025-08-26 01:24:06.799090+00:00,2,0,0
495,Mzimba District Hospital,TX_RTT,Male,85-89 years,2025-08-26 01:24:06.799090+00:00,1,0,0
495,Mzimba District Hospital,TX_RTT,Male,65-69 years,2025-08-26 01:24:06.799090+00:00,2,0,0
495,Mzimba District Hospital,TX_RTT,Male,30-34 years,2025-08-26 01:24:06.799090+00:00,6,0,0
