site_id,facility,indicator,sex,age_group,Date_Submitted,IIT <3 mo,IIT 3-5 mo,IIT 6+ mo,Patient died,Patient transferred out,Treatment stopped
303,Liuzi Health Centre,TX_ML,FNP,All,2025-08-26 01:24:06.871168+00:00,0,0,3,0,0,0
303,Liuzi Health Centre,TX_ML,Male,35-39 years,2025-08-26 01:24:06.871168+00:00,0,0,1,0,0,0
303,Liuzi Health Centre,TX_ML,Male,50-54 years,2025-08-26 01:24:06.871168+00:00,0,0,1,0,0,0
303,Liuzi Health Centre,TX_ML,Male,25-29 years,2025-08-26 01:24:06.871168+00:00,0,0,1,0,0,0
303,Liuzi Health Centre,TX_ML,FP,All,2025-08-26 01:24:06.871168+00:00,0,0,1,0,0,0
site_id,facility,indicator,sex,age_group,Date_Submitted,IIT <3 mo,IIT 3-5 mo,IIT 6+ mo,Patient died,Patient transferred out,Treatment stopped
359,Mangochi District Hospital,TX_ML,FP,All,2025-08-26 01:24:06.882960+00:00,7,3,17,0,2,0
359,Mangochi District Hospital,TX_ML,Female,65-69 years,2025-08-26 01:24:06.882960+00:00,0,0,3,0,0,0
359,Mangochi District Hospital,TX_ML,Male,65-69 years,2025-08-26 01:24:06.882960+00:00,0,0,2,0,0,0
359,Mangochi District Hospital,TX_ML,Female,25-29 years,2025-08-26 01:24:06.882960+00:00,5,0,27,0,1,0
359,Mangochi District Hospital,TX_ML,Female,1-4 years,2025-08-26 01:24:06.882960+00:00,2,0,2,0,2,0
359,Mangochi District Hospital,TX_ML,Male,30-34 years,2025-08-26 01:24:06.882960+00:00,1,1,8,0,1,0
359,Mangochi District Hospital,TX_ML,Female,20-24 years,2025-08-26 01:24:06.882960+00:00,2,2,25,0,1,0
359,Mangochi District Hospital,TX_ML,Male,45-49 years,2025-08-26 01:24:06.882960+00:00,1,0,19,0,1,0
359,Mangochi District Hospital,TX_ML,Female,45-49 years,2025-08-26 01:24:06.882960+00:00,1,0,23,0,0,0
359,Mangochi District Hospital,TX_ML,Male,1-4 years,2025-08-26 01:24:06.882960+00:00,2,0,2,0,0,0
359,Mangochi District Hospital,TX_ML,Female,60-64 years,2025-08-26 01:24:06.882960+00:00,0,0,1,0,0,0
359,Mangochi District Hospital,TX_ML,Male,5-9 years,2025-08-26 01:24:06.882960+00:00,0,0,6,0,0,0
359,Mangochi District Hospital,TX_ML,Male,25-29 years,2025-08-26 01:24:06.882960+00:00,4,1,5,0,1,0
359,Mangochi District Hospital,TX_ML,FBF,All,2025-08-26 01:24:06.882960+00:00,3,0,25,0,4,0
359,Mangochi District Hospital,TX_ML,Male,80-84 years,2025-08-26 01:24:06.882960+00:00,1,0,1,0,0,0
359,Mangochi District Hospital,TX_ML,Male,40-44 years,2025-08-26 01:24:06.882960+00:00,0,0,27,0,2,0
359,Mangochi District Hospital,TX_ML,Female,<1 years,2025-08-26 01:24:06.882960+00:00,0,0,0,0,1,0
359,Mangochi District Hospital,TX_ML,Male,All,2025-08-26 01:24:06.882960+00:00,11,4,149,1,10,0
359,Mangochi District Hospital,TX_ML,Female,15-19 years,2025-08-26 01:24:06.882960+00:00,1,0,9,0,0,0
359,Mangochi District Hospital,TX_ML,Male,35-39 years,2025-08-26 01:24:06.882960+00:00,2,1,19,0,3,0
359,Mangochi District Hospital,TX_ML,Female,35-39 years,2025-08-26 01:24:06.882960+00:00,0,2,29,0,1,0
359,Mangochi District Hospital,TX_ML,Female,75-79 years,2025-08-26 01:24:06.882960+00:00,0,0,0,0,1,0
359,Mangochi District Hospital,TX_ML,Male,55-59 years,2025-08-26 01:24:06.882960+00:00,0,0,11,0,0,0
359,Mangochi District Hospital,TX_ML,Male,50-54 years,2025-08-26 01:24:06.882960+00:00,0,0,22,1,1,0
359,Mangochi District Hospital,TX_ML,Male,75-79 years,2025-08-26 01:24:06.882960+00:00,0,0,1,0,0,0
359,Mangochi District Hospital,TX_ML,Female,55-59 years,2025-08-26 01:24:06.882960+00:00,0,0,6,0,0,0
359,Mangochi District Hospital,TX_ML,Male,15-19 years,2025-08-26 01:24:06.882960+00:00,0,0,10,0,1,0
359,Mangochi District Hospital,TX_ML,Female,70-74 years,2025-08-26 01:24:06.882960+00:00,0,0,4,0,0,0
359,Mangochi District Hospital,TX_ML,Female,5-9 years,2025-08-26 01:24:06.882960+00:00,0,0,2,0,0,0
359,Mangochi District Hospital,TX_ML,,All,2025-08-26 01:24:06.882960+00:00,0,0,1,0,0,0
359,Mangochi District Hospital,TX_ML,Male,10-14 years,2025-08-26 01:24:06.882960+00:00,0,0,4,0,0,0
359,Mangochi District Hospital,TX_ML,FNP,All,2025-08-26 01:24:06.882960+00:00,7,1,183,0,5,0
359,Mangochi District Hospital,TX_ML,Female,30-34 years,2025-08-26 01:24:06.882960+00:00,4,0,42,0,3,0
359,Mangochi District Hospital,TX_ML,Male,20-24 years,2025-08-26 01:24:06.882960+00:00,0,1,8,0,0,0
359,Mangochi District Hospital,TX_ML,Female,50-54 years,2025-08-26 01:24:06.882960+00:00,0,0,13,0,1,0
359,Mangochi District Hospital,TX_ML,Female,40-44 years,2025-08-26 01:24:06.882960+00:00,2,0,34,0,0,0
359,Mangochi District Hospital,TX_ML,Male,60-64 years,2025-08-26 01:24:06.882960+00:00,0,0,4,0,0,0
359,Mangochi District Hospital,TX_ML,Female,10-14 years,2025-08-26 01:24:06.882960+00:00,0,0,6,0,0,0
site_id,facility,indicator,sex,age_group,Date_Submitted,IIT <3 mo,IIT 3-5 mo,IIT 6+ mo,Patient died,Patient transferred out,Treatment stopped
433,Mlangeni Health Centre,TX_ML,Male,40-44 years,2025-08-26 01:24:06.883866+00:00,0,0,1,0,0,0
433,Mlangeni Health Centre,TX_ML,Female,1-4 years,2025-08-26 01:24:06.883866+00:00,1,0,0,0,0,0
433,Mlangeni Health Centre,TX_ML,Male,20-24 years,2025-08-26 01:24:06.883866+00:00,0,0,1,0,0,0
433,Mlangeni Health Centre,TX_ML,FP,All,2025-08-26 01:24:06.883866+00:00,0,0,13,0,0,0
433,Mlangeni Health Centre,TX_ML,Female,35-39 years,2025-08-26 01:24:06.883866+00:00,0,0,6,0,0,0
433,Mlangeni Health Centre,TX_ML,Male,55-59 years,2025-08-26 01:24:06.883866+00:00,0,0,3,0,0,0
433,Mlangeni Health Centre,TX_ML,Female,50-54 years,2025-08-26 01:24:06.883866+00:00,0,0,1,0,0,0
433,Mlangeni Health Centre,TX_ML,Female,15-19 years,2025-08-26 01:24:06.883866+00:00,0,0,3,0,0,0
433,Mlangeni Health Centre,TX_ML,Male,25-29 years,2025-08-26 01:24:06.883866+00:00,0,0,3,0,0,0
433,Mlangeni Health Centre,TX_ML,Male,All,2025-08-26 01:24:06.883866+00:00,1,1,19,0,0,0
433,Mlangeni Health Centre,TX_ML,Male,50-54 years,2025-08-26 01:24:06.883866+00:00,0,0,1,0,0,0
433,Mlangeni Health Centre,TX_ML,Male,30-34 years,2025-08-26 01:24:06.883866+00:00,1,0,5,0,0,0
433,Mlangeni Health Centre,TX_ML,Female,25-29 years,2025-08-26 01:24:06.883866+00:00,0,0,3,0,0,0
433,Mlangeni Health Centre,TX_ML,Male,5-9 years,2025-08-26 01:24:06.883866+00:00,0,0,1,0,0,0
433,Mlangeni Health Centre,TX_ML,FNP,All,2025-08-26 01:24:06.883866+00:00,3,1,17,0,0,0
433,Mlangeni Health Centre,TX_ML,Female,30-34 years,2025-08-26 01:24:06.883866+00:00,0,0,7,0,0,0
433,Mlangeni Health Centre,TX_ML,Male,65-69 years,2025-08-26 01:24:06.883866+00:00,0,1,0,0,0,0
433,Mlangeni Health Centre,TX_ML,Female,40-44 years,2025-08-26 01:24:06.883866+00:00,0,0,4,0,0,0
433,Mlangeni Health Centre,TX_ML,Male,35-39 years,2025-08-26 01:24:06.883866+00:00,0,0,1,0,0,0
433,Mlangeni Health Centre,TX_ML,Female,20-24 years,2025-08-26 01:24:06.883866+00:00,2,0,5,0,0,0
433,Mlangeni Health Centre,TX_ML,Male,45-49 years,2025-08-26 01:24:06.883866+00:00,0,0,3,0,0,0
433,Mlangeni Health Centre,TX_ML,Female,45-49 years,2025-08-26 01:24:06.883866+00:00,0,1,0,0,0,0
433,Mlangeni Health Centre,TX_ML,Female,60-64 years,2025-08-26 01:24:06.883866+00:00,0,0,1,0,0,0
site_id,facility,indicator,sex,age_group,Date_Submitted,IIT <3 mo,IIT 3-5 mo,IIT 6+ mo,Patient died,Patient transferred out,Treatment stopped
468,Mtwalo Health Centre,TX_ML,Female,20-24 years,2025-08-26 01:24:06.884368+00:00,0,0,1,0,0,0
468,Mtwalo Health Centre,TX_ML,Female,40-44 years,2025-08-26 01:24:06.884368+00:00,0,0,1,0,0,0
468,Mtwalo Health Centre,TX_ML,Female,15-19 years,2025-08-26 01:24:06.884368+00:00,0,0,1,0,0,0
468,Mtwalo Health Centre,TX_ML,FNP,All,2025-08-26 01:24:06.884368+00:00,2,0,5,0,2,0
468,Mtwalo Health Centre,TX_ML,Female,55-59 years,2025-08-26 01:24:06.884368+00:00,0,0,1,0,0,0
468,Mtwalo Health Centre,TX_ML,Female,35-39 years,2025-08-26 01:24:06.884368+00:00,1,0,1,0,0,0
468,Mtwalo Health Centre,TX_ML,Female,30-34 years,2025-08-26 01:24:06.884368+00:00,0,0,1,0,1,0
468,Mtwalo Health Centre,TX_ML,FBF,All,2025-08-26 01:24:06.884368+00:00,0,0,1,0,0,0
468,Mtwalo Health Centre,TX_ML,Male,20-24 years,2025-08-26 01:24:06.884368+00:00,0,0,1,0,0,0
468,Mtwalo Health Centre,TX_ML,Male,30-34 years,2025-08-26 01:24:06.884368+00:00,0,0,1,0,0,0
468,Mtwalo Health Centre,TX_ML,Female,25-29 years,2025-08-26 01:24:06.884368+00:00,1,0,0,0,0,0
468,Mtwalo Health Centre,TX_ML,Male,25-29 years,2025-08-26 01:24:06.884368+00:00,0,0,2,0,0,0
468,Mtwalo Health Centre,TX_ML,Male,40-44 years,2025-08-26 01:24:06.884368+00:00,0,1,2,0,0,0
468,Mtwalo Health Centre,TX_ML,Male,35-39 years,2025-08-26 01:24:06.884368+00:00,0,0,0,0,1,0
468,Mtwalo Health Centre,TX_ML,Male,All,2025-08-26 01:24:06.884368+00:00,0,1,7,0,1,0
468,Mtwalo Health Centre,TX_ML,Female,10-14 years,2025-08-26 01:24:06.884368+00:00,0,0,0,0,1,0
468,Mtwalo Health Centre,TX_ML,Male,45-49 years,2025-08-26 01:24:06.884368+00:00,0,0,1,0,0,0
site_id,facility,indicator,sex,age_group,Date_Submitted,IIT <3 mo,IIT 3-5 mo,IIT 6+ mo,Patient died,Patient transferred out,Treatment stopped
495,Mzimba District Hospital,TX_ML,Male,40-44 years,2025-08-26 01:24:06.899532+00:00,0,0,15,0,3,0
495,Mzimba District Hospital,TX_ML,Male,1-4 years,2025-08-26 01:24:06.899532+00:00,3,0,2,0,0,0
495,Mzimba District Hospital,TX_ML,Female,40-44 years,2025-08-26 01:24:06.899532+00:00,1,0,34,0,3,0
495,Mzimba District Hospital,TX_ML,Female,60-64 years,2025-08-26 01:24:06.899532+00:00,0,0,3,0,0,0
495,Mzimba District Hospital,TX_ML,Female,5-9 years,2025-08-26 01:24:06.899532+00:00,0,1,3,0,0,0
495,Mzimba District Hospital,TX_ML,FBF,All,2025-08-26 01:24:06.899532+00:00,0,0,4,0,1,0
495,Mzimba District Hospital,TX_ML,Male,60-64 years,2025-08-26 01:24:06.899532+00:00,0,0,1,0,0,0
495,Mzimba District Hospital,TX_ML,Female,75-79 years,2025-08-26 01:24:06.899532+00:00,0,0,1,0,0,0
495,Mzimba District Hospital,TX_ML,Female,1-4 years,2025-08-26 01:24:06.899532+00:00,0,0,1,0,0,0
495,Mzimba District Hospital,TX_ML,Male,10-14 years,2025-08-26 01:24:06.899532+00:00,0,0,2,0,0,0
495,Mzimba District Hospital,TX_ML,Female,45-49 years,2025-08-26 01:24:06.899532+00:00,1,0,23,0,0,0
495,Mzimba District Hospital,TX_ML,Male,All,2025-08-26 01:24:06.899532+00:00,6,2,113,1,6,0
495,Mzimba District Hospital,TX_ML,Male,70-74 years,2025-08-26 01:24:06.899532+00:00,0,0,1,0,0,0
495,Mzimba District Hospital,TX_ML,Male,15-19 years,2025-08-26 01:24:06.899532+00:00,0,1,4,0,0,0
495,Mzimba District Hospital,TX_ML,Male,75-79 years,2025-08-26 01:24:06.899532+00:00,0,0,2,0,0,0
495,Mzimba District Hospital,TX_ML,Female,65-69 years,2025-08-26 01:24:06.899532+00:00,0,0,2,0,0,0
495,Mzimba District Hospital,TX_ML,Female,10-14 years,2025-08-26 01:24:06.899532+00:00,0,0,4,0,0,0
495,Mzimba District Hospital,TX_ML,Male,55-59 years,2025-08-26 01:24:06.899532+00:00,0,0,11,0,0,0
495,Mzimba District Hospital,TX_ML,Male,35-39 years,2025-08-26 01:24:06.899532+00:00,0,0,14,0,1,0
495,Mzimba District Hospital,TX_ML,Female,35-39 years,2025-08-26 01:24:06.899532+00:00,0,1,37,0,2,0
495,Mzimba District Hospital,TX_ML,Male,65-69 years,2025-08-26 01:24:06.899532+00:00,1,0,1,0,0,0
495,Mzimba District Hospital,TX_ML,Female,30-34 years,2025-08-26 01:24:06.899532+00:00,1,0,34,0,2,0
495,Mzimba District Hospital,TX_ML,Female,25-29 years,2025-08-26 01:24:06.899532+00:00,0,0,23,0,1,0
495,Mzimba District Hospital,TX_ML,FNP,All,2025-08-26 01:24:06.899532+00:00,5,3,199,0,8,0
495,Mzimba District Hospital,TX_ML,Male,30-34 years,2025-08-26 01:24:06.899532+00:00,1,0,18,0,1,0
495,Mzimba District Hospital,TX_ML,Female,70-74 years,2025-08-26 01:24:06.899532+00:00,0,0,1,0,0,0
495,Mzimba District Hospital,TX_ML,Male,20-24 years,2025-08-26 01:24:06.899532+00:00,0,0,2,0,0,0
495,Mzimba District Hospital,TX_ML,Male,50-54 years,2025-08-26 01:24:06.899532+00:00,0,1,13,1,0,0
495,Mzimba District Hospital,TX_ML,Male,45-49 years,2025-08-26 01:24:06.899532+00:00,1,0,20,0,1,0
495,Mzimba District Hospital,TX_ML,Female,20-24 years,2025-08-26 01:24:06.899532+00:00,1,1,16,0,1,0
495,Mzimba District Hospital,TX_ML,Female,55-59 years,2025-08-26 01:24:06.899532+00:00,0,0,5,0,0,0
495,Mzimba District Hospital,TX_ML,FP,All,2025-08-26 01:24:06.899532+00:00,1,0,1,0,0,0
495,Mzimba District Hospital,TX_ML,Female,50-54 years,2025-08-26 01:24:06.899532+00:00,0,0,11,0,0,0
495,Mzimba District Hospital,TX_ML,Female,15-19 years,2025-08-26 01:24:06.899532+00:00,2,0,6,0,0,0
495,Mzimba District Hospital,TX_ML,Male,25-29 years,2025-08-26 01:24:06.899532+00:00,0,0,7,0,0,0
site_id,facility,indicator,sex,age_group,Date_Submitted,IIT <3 mo,IIT 3-5 mo,IIT 6+ mo,Patient died,Patient transferred out,Treatment stopped
530,Ndamera Health Centre,TX_ML,Male,55-59 years,2025-08-26 01:24:06.900262+00:00,0,0,1,0,0,0
530,Ndamera Health Centre,TX_ML,Male,25-29 years,2025-08-26 01:24:06.900262+00:00,0,0,4,0,0,0
530,Ndamera Health Centre,TX_ML,FNP,All,2025-08-26 01:24:06.900262+00:00,2,3,70,0,2,0
530,Ndamera Health Centre,TX_ML,Male,20-24 years,2025-08-26 01:24:06.900262+00:00,0,0,1,0,0,0
530,Ndamera Health Centre,TX_ML,Male,60-64 years,2025-08-26 01:24:06.900262+00:00,0,0,1,0,0,0
530,Ndamera Health Centre,TX_ML,Male,5-9 years,2025-08-26 01:24:06.900262+00:00,0,0,1,0,1,0
530,Ndamera Health Centre,TX_ML,Male,30-34 years,2025-08-26 01:24:06.900262+00:00,1,0,7,0,2,0
530,Ndamera Health Centre,TX_ML,Female,35-39 years,2025-08-26 01:24:06.900262+00:00,0,0,14,0,1,0
530,Ndamera Health Centre,TX_ML,Male,All,2025-08-26 01:24:06.900262+00:00,4,1,44,0,4,0
530,Ndamera Health Centre,TX_ML,Male,40-44 years,2025-08-26 01:24:06.900262+00:00,2,1,10,0,0,0
530,Ndamera Health Centre,TX_ML,FBF,All,2025-08-26 01:24:06.900262+00:00,1,0,13,0,0,0
530,Ndamera Health Centre,TX_ML,Female,60-64 years,2025-08-26 01:24:06.900262+00:00,0,0,2,0,0,0
530,Ndamera Health Centre,TX_ML,Female,55-59 years,2025-08-26 01:24:06.900262+00:00,0,0,2,0,0,0
530,Ndamera Health Centre,TX_ML,Female,15-19 years,2025-08-26 01:24:06.900262+00:00,0,0,2,0,0,0
530,Ndamera Health Centre,TX_ML,Male,75-79 years,2025-08-26 01:24:06.900262+00:00,0,0,1,0,0,0
530,Ndamera Health Centre,TX_ML,Female,40-44 years,2025-08-26 01:24:06.900262+00:00,0,0,8,0,0,0
530,Ndamera Health Centre,TX_ML,Female,50-54 years,2025-08-26 01:24:06.900262+00:00,0,0,1,0,0,0
530,Ndamera Health Centre,TX_ML,Female,45-49 years,2025-08-26 01:24:06.900262+00:00,0,0,10,0,0,0
530,Ndamera Health Centre,TX_ML,FP,All,2025-08-26 01:24:06.900262+00:00,1,1,5,0,0,0
530,Ndamera Health Centre,TX_ML,Male,50-54 years,2025-08-26 01:24:06.900262+00:00,0,0,4,0,0,0
530,Ndamera Health Centre,TX_ML,Male,10-14 years,2025-08-26 01:24:06.900262+00:00,0,0,3,0,0,0
530,Ndamera Health Centre,TX_ML,Female,5-9 years,2025-08-26 01:24:06.900262+00:00,0,0,4,0,0,0
530,Ndamera Health Centre,TX_ML,Female,1-4 years,2025-08-26 01:24:06.900262+00:00,0,0,2,0,0,0
530,Ndamera Health Centre,TX_ML,Male,35-39 years,2025-08-26 01:24:06.900262+00:00,1,0,4,0,0,0
530,Ndamera Health Centre,TX_ML,Female,30-34 years,2025-08-26 01:24:06.900262+00:00,2,1,10,0,1,0
530,Ndamera Health Centre,TX_ML,Female,20-24 years,2025-08-26 01:24:06.900262+00:00,1,0,6,0,0,0
530,Ndamera Health Centre,TX_ML,Female,10-14 years,2025-08-26 01:24:06.900262+00:00,0,0,2,0,0,0
530,Ndamera Health Centre,TX_ML,Female,25-29 years,2025-08-26 01:24:06.900262+00:00,1,3,25,0,0,0
530,Ndamera Health Centre,TX_ML,Male,45-49 years,2025-08-26 01:24:06.900262+00:00,0,0,6,0,0,0
530,Ndamera Health Centre,TX_ML,Male,1-4 years,2025-08-26 01:24:06.900262+00:00,0,0,1,0,1,0
site_id,facility,indicator,sex,age_group,Date_Submitted,IIT <3 mo,IIT 3-5 mo,IIT 6+ mo,Patient died,Patient transferred out,Treatment stopped
533,Ndirande Urban Health Centre,TX_ML,Male,60-64 years,2025-08-26 01:24:06.900802+00:00,0,0,9,0,0,0
533,Ndirande Urban Health Centre,TX_ML,Female,40-44 years,2025-08-26 01:24:06.900802+00:00,0,1,57,0,3,0
533,Ndirande Urban Health Centre,TX_ML,Male,65-69 years,2025-08-26 01:24:06.900802+00:00,0,0,5,0,0,0
533,Ndirande Urban Health Centre,TX_ML,Male,20-24 years,2025-08-26 01:24:06.900802+00:00,0,1,11,0,0,0
533,Ndirande Urban Health Centre,TX_ML,Male,10-14 years,2025-08-26 01:24:06.900802+00:00,0,0,4,0,0,0
533,Ndirande Urban Health Centre,TX_ML,Female,80-84 years,2025-08-26 01:24:06.900802+00:00,0,0,1,0,0,0
533,Ndirande Urban Health Centre,TX_ML,Male,50-54 years,2025-08-26 01:24:06.900802+00:00,0,0,32,0,0,0
533,Ndirande Urban Health Centre,TX_ML,Female,10-14 years,2025-08-26 01:24:06.900802+00:00,0,0,5,0,0,0
533,Ndirande Urban Health Centre,TX_ML,Male,15-19 years,2025-08-26 01:24:06.900802+00:00,0,0,9,0,0,0
533,Ndirande Urban Health Centre,TX_ML,Female,55-59 years,2025-08-26 01:24:06.900802+00:00,0,0,12,0,0,0
533,Ndirande Urban Health Centre,TX_ML,FNP,All,2025-08-26 01:24:06.900802+00:00,8,0,489,0,7,0
533,Ndirande Urban Health Centre,TX_ML,Female,35-39 years,2025-08-26 01:24:06.900802+00:00,0,0,96,0,0,0
533,Ndirande Urban Health Centre,TX_ML,Female,1-4 years,2025-08-26 01:24:06.900802+00:00,0,0,1,0,0,0
533,Ndirande Urban Health Centre,TX_ML,Female,50-54 years,2025-08-26 01:24:06.900802+00:00,0,0,23,0,0,0
533,Ndirande Urban Health Centre,TX_ML,Male,45-49 years,2025-08-26 01:24:06.900802+00:00,0,1,76,0,1,0
533,Ndirande Urban Health Centre,TX_ML,Male,40-44 years,2025-08-26 01:24:06.900802+00:00,2,1,62,0,0,0
533,Ndirande Urban Health Centre,TX_ML,FBF,All,2025-08-26 01:24:06.900802+00:00,0,1,21,0,1,0
533,Ndirande Urban Health Centre,TX_ML,Male,55-59 years,2025-08-26 01:24:06.900802+00:00,0,0,16,0,0,0
533,Ndirande Urban Health Centre,TX_ML,Female,70-74 years,2025-08-26 01:24:06.900802+00:00,0,0,3,0,0,0
533,Ndirande Urban Health Centre,TX_ML,Female,30-34 years,2025-08-26 01:24:06.900802+00:00,0,1,97,0,0,0
533,Ndirande Urban Health Centre,TX_ML,Male,75-79 years,2025-08-26 01:24:06.900802+00:00,0,0,1,0,0,0
533,Ndirande Urban Health Centre,TX_ML,Male,35-39 years,2025-08-26 01:24:06.900802+00:00,1,0,66,0,1,0
533,Ndirande Urban Health Centre,TX_ML,Male,All,2025-08-26 01:24:06.900802+00:00,7,6,361,0,3,0
533,Ndirande Urban Health Centre,TX_ML,Female,60-64 years,2025-08-26 01:24:06.900802+00:00,0,0,9,0,0,0
533,Ndirande Urban Health Centre,TX_ML,Female,15-19 years,2025-08-26 01:24:06.900802+00:00,2,0,10,0,0,0
533,Ndirande Urban Health Centre,TX_ML,Male,70-74 years,2025-08-26 01:24:06.900802+00:00,0,0,3,0,0,0
533,Ndirande Urban Health Centre,TX_ML,Male,25-29 years,2025-08-26 01:24:06.900802+00:00,1,2,21,0,0,0
533,Ndirande Urban Health Centre,TX_ML,Male,5-9 years,2025-08-26 01:24:06.900802+00:00,1,0,0,0,0,0
533,Ndirande Urban Health Centre,TX_ML,Male,1-4 years,2025-08-26 01:24:06.900802+00:00,1,0,4,0,0,0
533,Ndirande Urban Health Centre,TX_ML,Female,20-24 years,2025-08-26 01:24:06.900802+00:00,3,0,41,0,3,0
533,Ndirande Urban Health Centre,TX_ML,Male,30-34 years,2025-08-26 01:24:06.900802+00:00,1,1,42,0,1,0
533,Ndirande Urban Health Centre,TX_ML,Female,65-69 years,2025-08-26 01:24:06.900802+00:00,1,0,8,0,0,0
533,Ndirande Urban Health Centre,TX_ML,Female,45-49 years,2025-08-26 01:24:06.900802+00:00,1,0,49,0,1,0
533,Ndirande Urban Health Centre,TX_ML,FP,All,2025-08-26 01:24:06.900802+00:00,3,1,4,0,0,0
533,Ndirande Urban Health Centre,TX_ML,Female,5-9 years,2025-08-26 01:24:06.900802+00:00,0,0,6,0,0,0
533,Ndirande Urban Health Centre,TX_ML,Female,25-29 years,2025-08-26 01:24:06.900802+00:00,4,0,96,0,1,0
site_id,facility,indicator,sex,age_group,Date_Submitted,IIT <3 mo,IIT 3-5 mo,IIT 6+ mo,Patient died,Patient transferred out,Treatment stopped
574,Nsanje District Hospital,TX_ML,FNP,All,2025-08-26 01:24:06.914179+00:00,1,2,128,0,4,0
574,Nsanje District Hospital,TX_ML,Male,35-39 years,2025-08-26 01:24:06.914179+00:00,2,0,15,0,3,0
574,Nsanje District Hospital,TX_ML,Male,25-29 years,2025-08-26 01:24:06.914179+00:00,0,0,4,0,0,0
574,Nsanje District Hospital,TX_ML,Male,All,2025-08-26 01:24:06.914179+00:00,6,2,117,0,9,0
574,Nsanje District Hospital,TX_ML,Female,20-24 years,2025-08-26 01:24:06.914179+00:00,1,0,16,0,1,0
574,Nsanje District Hospital,TX_ML,Male,50-54 years,2025-08-26 01:24:06.914179+00:00,0,0,13,0,2,0
574,Nsanje District Hospital,TX_ML,Male,45-49 years,2025-08-26 01:24:06.914179+00:00,0,1,21,0,1,0
574,Nsanje District Hospital,TX_ML,Male,1-4 years,2025-08-26 01:24:06.914179+00:00,1,0,2,0,0,0
574,Nsanje District Hospital,TX_ML,FP,All,2025-08-26 01:24:06.914179+00:00,1,2,6,0,0,0
574,Nsanje District Hospital,TX_ML,Female,60-64 years,2025-08-26 01:24:06.914179+00:00,0,0,1,0,0,0
574,Nsanje District Hospital,TX_ML,Female,10-14 years,2025-08-26 01:24:06.914179+00:00,0,0,1,0,1,0
574,Nsanje District Hospital,TX_ML,Female,5-9 years,2025-08-26 01:24:06.914179+00:00,0,0,4,0,0,0
574,Nsanje District Hospital,TX_ML,Female,45-49 years,2025-08-26 01:24:06.914179+00:00,0,1,16,0,1,0
574,Nsanje District Hospital,TX_ML,Female,1-4 years,2025-08-26 01:24:06.914179+00:00,0,0,3,0,0,0
574,Nsanje District Hospital,TX_ML,Female,30-34 years,2025-08-26 01:24:06.914179+00:00,1,1,23,0,0,0
574,Nsanje District Hospital,TX_ML,Female,15-19 years,2025-08-26 01:24:06.914179+00:00,0,2,4,0,0,0
574,Nsanje District Hospital,TX_ML,FBF,All,2025-08-26 01:24:06.914179+00:00,1,0,20,0,1,0
574,Nsanje District Hospital,TX_ML,Male,60-64 years,2025-08-26 01:24:06.914179+00:00,0,0,3,0,1,0
574,Nsanje District Hospital,TX_ML,Male,30-34 years,2025-08-26 01:24:06.914179+00:00,1,1,11,0,1,0
574,Nsanje District Hospital,TX_ML,Male,40-44 years,2025-08-26 01:24:06.914179+00:00,2,0,18,0,1,0
574,Nsanje District Hospital,TX_ML,Female,65-69 years,2025-08-26 01:24:06.914179+00:00,0,0,3,0,0,0
574,Nsanje District Hospital,TX_ML,Male,10-14 years,2025-08-26 01:24:06.914179+00:00,0,0,4,0,0,0
574,Nsanje District Hospital,TX_ML,Male,55-59 years,2025-08-26 01:24:06.914179+00:00,0,0,5,0,0,0
574,Nsanje District Hospital,TX_ML,Female,25-29 years,2025-08-26 01:24:06.914179+00:00,0,0,30,0,2,0
574,Nsanje District Hospital,TX_ML,Male,15-19 years,2025-08-26 01:24:06.914179+00:00,0,0,6,0,0,0
574,Nsanje District Hospital,TX_ML,Male,65-69 years,2025-08-26 01:24:06.914179+00:00,0,0,1,0,0,0
574,Nsanje District Hospital,TX_ML,Female,40-44 years,2025-08-26 01:24:06.914179+00:00,0,0,20,0,0,0
574,Nsanje District Hospital,TX_ML,Female,55-59 years,2025-08-26 01:24:06.914179+00:00,0,0,3,0,0,0
574,Nsanje District Hospital,TX_ML,Female,50-54 years,2025-08-26 01:24:06.914179+00:00,1,0,7,0,0,0
574,Nsanje District Hospital,TX_ML,Male,5-9 years,2025-08-26 01:24:06.914179+00:00,0,0,3,0,0,0
574,Nsanje District Hospital,TX_ML,Male,20-24 years,2025-08-26 01:24:06.914179+00:00,0,0,8,0,0,0
574,Nsanje District Hospital,TX_ML,Female,35-39 years,2025-08-26 01:24:06.914179+00:00,0,0,23,0,0,0
574,Nsanje District Hospital,TX_ML,Male,70-74 years,2025-08-26 01:24:06.914179+00:00,0,0,3,0,0,0
site_id,facility,indicator,sex,age_group,Date_Submitted,IIT <3 mo,IIT 3-5 mo,IIT 6+ mo,Patient died,Patient transferred out,Treatment stopped
689,Zomba Central Hospital,TX_ML,Female,10-14 years,2025-08-26 01:24:06.915492+00:00,0,0,0,0,1,0
689,Zomba Central Hospital,TX_ML,Female,1-4 years,2025-08-26 01:24:06.915492+00:00,0,0,3,0,0,0
689,Zomba Central Hospital,TX_ML,Female,15-19 years,2025-08-26 01:24:06.915492+00:00,0,0,2,0,1,0
689,Zomba Central Hospital,TX_ML,Female,<1 years,2025-08-26 01:24:06.915492+00:00,1,0,0,0,0,0
