site_id,facility,indicator,sex,age_group,Date_Submitted,cd4_less_than_200,cd4_greater_than_equal_to_200,cd4_unknown_or_not_done
530,Ndamera Health Centre,TX_NEW,Female,45-49 years,2025-08-26 01:24:06.340735+00:00,0,1,0
530,Ndamera Health Centre,TX_NEW,Male,35-39 years,2025-08-26 01:24:06.340735+00:00,1,1,1
530,Ndamera Health Centre,TX_NEW,Male,50-54 years,2025-08-26 01:24:06.340735+00:00,1,2,1
530,Ndamera Health Centre,TX_NEW,Male,10-14 years,2025-08-26 01:24:06.340735+00:00,0,0,1
530,Ndamera Health Centre,TX_NEW,Female,20-24 years,2025-08-26 01:24:06.340735+00:00,0,3,2
530,Ndamera Health Centre,TX_NEW,Female,30-34 years,2025-08-26 01:24:06.340735+00:00,0,1,0
530,Ndamera Health Centre,TX_NEW,Female,35-39 years,2025-08-26 01:24:06.340735+00:00,0,3,1
530,Ndamera Health Centre,TX_NEW,FP,All,2025-08-26 01:24:06.340735+00:00,0,4,0
530,Ndamera Health Centre,TX_NEW,Male,30-34 years,2025-08-26 01:24:06.340735+00:00,1,1,2
530,Ndamera Health Centre,TX_NEW,Male,All,2025-08-26 01:24:06.340735+00:00,3,7,12
530,Ndamera Health Centre,TX_NEW,Female,55-59 years,2025-08-26 01:24:06.340735+00:00,1,2,0
530,Ndamera Health Centre,TX_NEW,Male,55-59 years,2025-08-26 01:24:06.340735+00:00,0,1,0
530,Ndamera Health Centre,TX_NEW,Male,40-44 years,2025-08-26 01:24:06.340735+00:00,0,1,2
530,Ndamera Health Centre,TX_NEW,Male,5-9 years,2025-08-26 01:24:06.340735+00:00,0,1,0
530,Ndamera Health Centre,TX_NEW,Male,60-64 years,2025-08-26 01:24:06.340735+00:00,0,0,1
530,Ndamera Health Centre,TX_NEW,FNP,All,2025-08-26 01:24:06.340735+00:00,2,10,7
530,Ndamera Health Centre,TX_NEW,Male,<1 years,2025-08-26 01:24:06.340735+00:00,0,0,1
530,Ndamera Health Centre,TX_NEW,Male,1-4 years,2025-08-26 01:24:06.340735+00:00,0,0,2
site_id,facility,indicator,sex,age_group,Date_Submitted,cd4_less_than_200,cd4_greater_than_equal_to_200,cd4_unknown_or_not_done
533,Ndirande Urban Health Centre,TX_NEW,Female,15-19 years,2025-08-26 01:24:06.341558+00:00,0,0,3
533,Ndirande Urban Health Centre,TX_NEW,Male,65-69 years,2025-08-26 01:24:06.341558+00:00,0,0,1
533,Ndirande Urban Health Centre,TX_NEW,FBF,All,2025-08-26 01:24:06.341558+00:00,0,0,3
533,Ndirande Urban Health Centre,TX_NEW,Male,30-34 years,2025-08-26 01:24:06.341558+00:00,0,0,9
533,Ndirande Urban Health Centre,TX_NEW,Male,35-39 years,2025-08-26 01:24:06.341558+00:00,0,0,6
533,Ndirande Urban Health Centre,TX_NEW,Female,30-34 years,2025-08-26 01:24:06.341558+00:00,0,0,9
533,Ndirande Urban Health Centre,TX_NEW,Female,<1 years,2025-08-26 01:24:06.341558+00:00,0,0,1
533,Ndirande Urban Health Centre,TX_NEW,Female,35-39 years,2025-08-26 01:24:06.341558+00:00,0,0,7
533,Ndirande Urban Health Centre,TX_NEW,Female,55-59 years,2025-08-26 01:24:06.341558+00:00,0,0,1
533,Ndirande Urban Health Centre,TX_NEW,Male,All,2025-08-26 01:24:06.341558+00:00,0,0,33
533,Ndirande Urban Health Centre,TX_NEW,Female,25-29 years,2025-08-26 01:24:06.341558+00:00,0,0,13
533,Ndirande Urban Health Centre,TX_NEW,Male,<1 years,2025-08-26 01:24:06.341558+00:00,0,0,1
533,Ndirande Urban Health Centre,TX_NEW,Female,20-24 years,2025-08-26 01:24:06.341558+00:00,0,0,13
533,Ndirande Urban Health Centre,TX_NEW,FNP,All,2025-08-26 01:24:06.341558+00:00,0,0,35
533,Ndirande Urban Health Centre,TX_NEW,Male,45-49 years,2025-08-26 01:24:06.341558+00:00,0,0,4
533,Ndirande Urban Health Centre,TX_NEW,Male,55-59 years,2025-08-26 01:24:06.341558+00:00,0,0,2
533,Ndirande Urban Health Centre,TX_NEW,FP,All,2025-08-26 01:24:06.341558+00:00,0,0,15
533,Ndirande Urban Health Centre,TX_NEW,Female,45-49 years,2025-08-26 01:24:06.341558+00:00,0,0,2
533,Ndirande Urban Health Centre,TX_NEW,Female,1-4 years,2025-08-26 01:24:06.341558+00:00,0,0,1
533,Ndirande Urban Health Centre,TX_NEW,Male,20-24 years,2025-08-26 01:24:06.341558+00:00,0,0,1
533,Ndirande Urban Health Centre,TX_NEW,Female,40-44 years,2025-08-26 01:24:06.341558+00:00,0,0,3
533,Ndirande Urban Health Centre,TX_NEW,Male,1-4 years,2025-08-26 01:24:06.341558+00:00,0,0,2
533,Ndirande Urban Health Centre,TX_NEW,Male,25-29 years,2025-08-26 01:24:06.341558+00:00,0,0,1
533,Ndirande Urban Health Centre,TX_NEW,Male,40-44 years,2025-08-26 01:24:06.341558+00:00,0,0,6
site_id,facility,indicator,sex,age_group,Date_Submitted,cd4_less_than_200,cd4_greater_than_equal_to_200,cd4_unknown_or_not_done
574,Nsanje District Hospital,TX_NEW,Male,5-9 years,2025-08-26 01:24:06.348080+00:00,0,0,1
574,Nsanje District Hospital,TX_NEW,Male,65-69 years,2025-08-26 01:24:06.348080+00:00,1,0,0
574,Nsanje District Hospital,TX_NEW,Female,35-39 years,2025-08-26 01:24:06.348080+00:00,0,0,4
574,Nsanje District Hospital,TX_NEW,Male,35-39 years,2025-08-26 01:24:06.348080+00:00,0,0,7
574,Nsanje District Hospital,TX_NEW,FP,All,2025-08-26 01:24:06.348080+00:00,0,0,13
574,Nsanje District Hospital,TX_NEW,Female,20-24 years,2025-08-26 01:24:06.348080+00:00,0,0,8
574,Nsanje District Hospital,TX_NEW,Male,50-54 years,2025-08-26 01:24:06.348080+00:00,0,0,4
574,Nsanje District Hospital,TX_NEW,Female,15-19 years,2025-08-26 01:24:06.348080+00:00,0,0,4
574,Nsanje District Hospital,TX_NEW,FBF,All,2025-08-26 01:24:06.348080+00:00,0,1,4
574,Nsanje District Hospital,TX_NEW,Female,10-14 years,2025-08-26 01:24:06.348080+00:00,0,0,1
574,Nsanje District Hospital,TX_NEW,Male,All,2025-08-26 01:24:06.348080+00:00,2,2,33
574,Nsanje District Hospital,TX_NEW,Male,20-24 years,2025-08-26 01:24:06.348080+00:00,0,0,2
574,Nsanje District Hospital,TX_NEW,Male,25-29 years,2025-08-26 01:24:06.348080+00:00,0,2,5
574,Nsanje District Hospital,TX_NEW,Female,60-64 years,2025-08-26 01:24:06.348080+00:00,1,0,0
574,Nsanje District Hospital,TX_NEW,Male,40-44 years,2025-08-26 01:24:06.348080+00:00,1,0,5
574,Nsanje District Hospital,TX_NEW,Female,45-49 years,2025-08-26 01:24:06.348080+00:00,0,0,1
574,Nsanje District Hospital,TX_NEW,Female,1-4 years,2025-08-26 01:24:06.348080+00:00,0,0,1
574,Nsanje District Hospital,TX_NEW,FNP,All,2025-08-26 01:24:06.348080+00:00,1,0,25
574,Nsanje District Hospital,TX_NEW,Female,25-29 years,2025-08-26 01:24:06.348080+00:00,0,0,13
574,Nsanje District Hospital,TX_NEW,Female,40-44 years,2025-08-26 01:24:06.348080+00:00,0,1,4
574,Nsanje District Hospital,TX_NEW,Male,45-49 years,2025-08-26 01:24:06.348080+00:00,0,0,3
574,Nsanje District Hospital,TX_NEW,Male,1-4 years,2025-08-26 01:24:06.348080+00:00,0,0,2
574,Nsanje District Hospital,TX_NEW,Female,30-34 years,2025-08-26 01:24:06.348080+00:00,0,0,6
574,Nsanje District Hospital,TX_NEW,Male,60-64 years,2025-08-26 01:24:06.348080+00:00,0,0,1
574,Nsanje District Hospital,TX_NEW,Male,30-34 years,2025-08-26 01:24:06.348080+00:00,0,0,3
site_id,facility,indicator,sex,age_group,Date_Submitted,cd4_less_than_200,cd4_greater_than_equal_to_200,cd4_unknown_or_not_done
689,Zomba Central Hospital,TX_NEW,Female,10-14 years,2025-08-26 01:24:06.349410+00:00,1,1,0
689,Zomba Central Hospital,TX_NEW,Female,15-19 years,2025-08-26 01:24:06.349410+00:00,2,3,1
689,Zomba Central Hospital,TX_NEW,Female,20-24 years,2025-08-26 01:24:06.349410+00:00,0,2,1
689,Zomba Central Hospital,TX_NEW,Female,25-29 years,2025-08-26 01:24:06.349410+00:00,3,8,2
689,Zomba Central Hospital,TX_NEW,Female,30-34 years,2025-08-26 01:24:06.349410+00:00,1,4,0
689,Zomba Central Hospital,TX_NEW,Female,35-39 years,2025-08-26 01:24:06.349410+00:00,1,4,0
689,Zomba Central Hospital,TX_NEW,Female,40-44 years,2025-08-26 01:24:06.349410+00:00,2,1,0
689,Zomba Central Hospital,TX_NEW,Female,45-49 years,2025-08-26 01:24:06.349410+00:00,2,1,0
689,Zomba Central Hospital,TX_NEW,Female,50-54 years,2025-08-26 01:24:06.349410+00:00,1,0,0
689,Zomba Central Hospital,TX_NEW,Female,65-69 years,2025-08-26 01:24:06.349410+00:00,0,1,0
689,Zomba Central Hospital,TX_NEW,FNP,All,2025-08-26 01:24:06.349410+00:00,13,25,4
689,Zomba Central Hospital,TX_NEW,Male,10-14 years,2025-08-26 01:24:06.349410+00:00,1,0,0
689,Zomba Central Hospital,TX_NEW,Male,1-4 years,2025-08-26 01:24:06.349410+00:00,0,0,1
689,Zomba Central Hospital,TX_NEW,Male,15-19 years,2025-08-26 01:24:06.349410+00:00,0,1,0
689,Zomba Central Hospital,TX_NEW,Male,20-24 years,2025-08-26 01:24:06.349410+00:00,1,2,0
689,Zomba Central Hospital,TX_NEW,Male,25-29 years,2025-08-26 01:24:06.349410+00:00,4,1,0
689,Zomba Central Hospital,TX_NEW,Male,30-34 years,2025-08-26 01:24:06.349410+00:00,3,5,1
689,Zomba Central Hospital,TX_NEW,Male,35-39 years,2025-08-26 01:24:06.349410+00:00,2,3,0
689,Zomba Central Hospital,TX_NEW,Male,40-44 years,2025-08-26 01:24:06.349410+00:00,3,3,2
689,Zomba Central Hospital,TX_NEW,Male,45-49 years,2025-08-26 01:24:06.349410+00:00,4,3,0
689,Zomba Central Hospital,TX_NEW,Male,50-54 years,2025-08-26 01:24:06.349410+00:00,1,1,0
689,Zomba Central Hospital,TX_NEW,Male,55-59 years,2025-08-26 01:24:06.349410+00:00,0,1,0
689,Zomba Central Hospital,TX_NEW,Male,60-64 years,2025-08-26 01:24:06.349410+00:00,0,0,1
689,Zomba Central Hospital,TX_NEW,Male,65-69 years,2025-08-26 01:24:06.349410+00:00,1,0,0
689,Zomba Central Hospital,TX_NEW,Male,80-84 years,2025-08-26 01:24:06.349410+00:00,0,1,0
689,Zomba Central Hospital,TX_NEW,Male,All,2025-08-26 01:24:06.349410+00:00,20,21,5
site_id,facility,indicator,sex,age_group,Date_Submitted,cd4_less_than_200,cd4_greater_than_equal_to_200,cd4_unknown_or_not_done
843,Kachere Private Clinic,TX_NEW,Male,40-44 years,2025-08-26 01:24:06.354703+00:00,0,0,2
843,Kachere Private Clinic,TX_NEW,Male,25-29 years,2025-08-26 01:24:06.354703+00:00,0,0,1
843,Kachere Private Clinic,TX_NEW,Male,All,2025-08-26 01:24:06.354703+00:00,0,0,5
843,Kachere Private Clinic,TX_NEW,FNP,All,2025-08-26 01:24:06.354703+00:00,0,0,5
843,Kachere Private Clinic,TX_NEW,Female,40-44 years,2025-08-26 01:24:06.354703+00:00,0,0,1
843,Kachere Private Clinic,TX_NEW,Male,35-39 years,2025-08-26 01:24:06.354703+00:00,0,0,1
843,Kachere Private Clinic,TX_NEW,Female,50-54 years,2025-08-26 01:24:06.354703+00:00,0,0,1
843,Kachere Private Clinic,TX_NEW,Female,30-34 years,2025-08-26 01:24:06.354703+00:00,0,0,3
843,Kachere Private Clinic,TX_NEW,Male,45-49 years,2025-08-26 01:24:06.354703+00:00,0,0,1
site_id,facility,indicator,sex,age_group,Date_Submitted,cd4_less_than_200,cd4_greater_than_equal_to_200,cd4_unknown_or_not_done
8,Area 18 Urban Health Centre,TX_NEW,FNP,All,2025-08-26 01:24:06.258435+00:00,1,0,45
8,Area 18 Urban Health Centre,TX_NEW,Female,45-49 years,2025-08-26 01:24:06.258435+00:00,0,0,2
8,Area 18 Urban Health Centre,TX_NEW,Male,20-24 years,2025-08-26 01:24:06.258435+00:00,0,0,2
8,Area 18 Urban Health Centre,TX_NEW,Male,55-59 years,2025-08-26 01:24:06.258435+00:00,0,0,3
8,Area 18 Urban Health Centre,TX_NEW,Male,All,2025-08-26 01:24:06.258435+00:00,0,0,35
8,Area 18 Urban Health Centre,TX_NEW,FBF,All,2025-08-26 01:24:06.258435+00:00,0,0,3
8,Area 18 Urban Health Centre,TX_NEW,Female,50-54 years,2025-08-26 01:24:06.258435+00:00,0,0,2
8,Area 18 Urban Health Centre,TX_NEW,Female,20-24 years,2025-08-26 01:24:06.258435+00:00,0,0,8
8,Area 18 Urban Health Centre,TX_NEW,Male,25-29 years,2025-08-26 01:24:06.258435+00:00,0,0,6
8,Area 18 Urban Health Centre,TX_NEW,Male,65-69 years,2025-08-26 01:24:06.258435+00:00,0,0,1
8,Area 18 Urban Health Centre,TX_NEW,Male,<1 years,2025-08-26 01:24:06.258435+00:00,0,0,2
8,Area 18 Urban Health Centre,TX_NEW,Female,25-29 years,2025-08-26 01:24:06.258435+00:00,0,0,20
8,Area 18 Urban Health Centre,TX_NEW,Male,35-39 years,2025-08-26 01:24:06.258435+00:00,0,0,8
8,Area 18 Urban Health Centre,TX_NEW,Female,40-44 years,2025-08-26 01:24:06.258435+00:00,0,0,6
8,Area 18 Urban Health Centre,TX_NEW,Male,30-34 years,2025-08-26 01:24:06.258435+00:00,0,0,5
8,Area 18 Urban Health Centre,TX_NEW,Female,15-19 years,2025-08-26 01:24:06.258435+00:00,0,0,3
8,Area 18 Urban Health Centre,TX_NEW,Female,65-69 years,2025-08-26 01:24:06.258435+00:00,1,0,0
8,Area 18 Urban Health Centre,TX_NEW,Female,35-39 years,2025-08-26 01:24:06.258435+00:00,0,0,7
8,Area 18 Urban Health Centre,TX_NEW,Female,1-4 years,2025-08-26 01:24:06.258435+00:00,0,0,2
8,Area 18 Urban Health Centre,TX_NEW,Male,45-49 years,2025-08-26 01:24:06.258435+00:00,0,0,2
8,Area 18 Urban Health Centre,TX_NEW,Female,<1 years,2025-08-26 01:24:06.258435+00:00,0,0,2
8,Area 18 Urban Health Centre,TX_NEW,Male,50-54 years,2025-08-26 01:24:06.258435+00:00,0,0,2
8,Area 18 Urban Health Centre,TX_NEW,FP,All,2025-08-26 01:24:06.258435+00:00,0,0,17
8,Area 18 Urban Health Centre,TX_NEW,Male,40-44 years,2025-08-26 01:24:06.258435+00:00,0,0,4
8,Area 18 Urban Health Centre,TX_NEW,Female,30-34 years,2025-08-26 01:24:06.258435+00:00,0,0,13
